Geography,Geographic Area Name,Total
0500000US26029,"Charlevoix County, Michigan",25828
0500000US26031,"Cheboygan County, Michigan",25047
0500000US26033,"Chippewa County, Michigan",33950
0500000US26035,"Clare County, Michigan",30265
0500000US26037,"Clinton County, Michigan",78067
0500000US26039,"Crawford County, Michigan",13660
0500000US26041,"Delta County, Michigan",35294
0500000US26043,"Dickinson County, Michigan",24922
0500000US26045,"Eaton County, Michigan",107930
0500000US26047,"Emmet County, Michigan",32729
0500000US26049,"Genesee County, Michigan",402024
0500000US26051,"Gladwin County, Michigan",25021
0500000US26053,"Gogebic County, Michigan",13707
0500000US26055,"Grand Traverse County, Michigan",90991
0500000US26057,"Gratiot County, Michigan",34783
0500000US26059,"Hillsdale County, Michigan",43998
0500000US26061,"Houghton County, Michigan",33107
0500000US26063,"Huron County, Michigan",30693
0500000US26065,"Ingham County, Michigan",272645
0500000US26067,"Ionia County, Michigan",60613
0500000US26069,"Iosco County, Michigan",24845
0500000US26071,"Iron County, Michigan",10716
0500000US26073,"Isabella County, Michigan",64056
0500000US26075,"Jackson County, Michigan",148501
0500000US26077,"Kalamazoo County, Michigan",256153
0500000US26079,"Kalkaska County, Michigan",17543
0500000US26081,"Kent County, Michigan",641657
0500000US26083,"Keweenaw County, Michigan",2093
0500000US26085,"Lake County, Michigan",11479
0500000US26087,"Lapeer County, Michigan",86127
0500000US26089,"Leelanau County, Michigan",21431
0500000US26091,"Lenawee County, Michigan",93280
0500000US26093,"Livingston County, Michigan",189204
0500000US26095,"Luce County, Michigan",5249
0500000US26097,"Mackinac County, Michigan",10642
0500000US26099,"Macomb County, Michigan",862345
0500000US26101,"Manistee County, Michigan",23233
0500000US26103,"Marquette County, Michigan",62881
0500000US26105,"Mason County, Michigan",28685
0500000US26107,"Mecosta County, Michigan",40477
0500000US26109,"Menominee County, Michigan",22375
0500000US26111,"Midland County, Michigan",81999
0500000US26113,"Missaukee County, Michigan",14899
0500000US26115,"Monroe County, Michigan",148264
0500000US26117,"Montcalm County, Michigan",60772
0500000US26119,"Montmorency County, Michigan",9095
0500000US26121,"Muskegon County, Michigan",167018
0500000US26123,"Newaygo County, Michigan",48080
0500000US26125,"Oakland County, Michigan",1244189
0500000US26127,"Oceana County, Michigan",26234
0500000US26129,"Ogemaw County, Michigan",20462
0500000US26131,"Ontonagon County, Michigan",5733
0500000US26133,"Osceola County, Michigan",22893
0500000US26135,"Oscoda County, Michigan",8219
0500000US26137,"Otsego County, Michigan",24215
0500000US26139,"Ottawa County, Michigan",279461
0500000US26141,"Presque Isle County, Michigan",12540
0500000US26143,"Roscommon County, Michigan",23450
0500000US26145,"Saginaw County, Michigan",184964
0500000US26147,"St. Clair County, Michigan",157238
0500000US26149,"St. Joseph County, Michigan",59853
0500000US26151,"Sanilac County, Michigan",40540
0500000US26153,"Schoolcraft County, Michigan",7912
0500000US26155,"Shiawassee County, Michigan",67311
0500000US26157,"Tuscola County, Michigan",51613
0500000US26159,"Van Buren County, Michigan",74446
0500000US26161,"Washtenaw County, Michigan",348511
0500000US26163,"Wayne County, Michigan",1732412
0500000US26165,"Wexford County, Michigan",33012
0500000US27001,"Aitkin County, Minnesota",15609
0500000US27003,"Anoka County, Minnesota",350280
0500000US27005,"Becker County, Minnesota",33659
0500000US27007,"Beltrami County, Minnesota",44567
0500000US27009,"Benton County, Minnesota",39663
0500000US27011,"Big Stone County, Minnesota",4827
0500000US27013,"Blue Earth County, Minnesota",63892
0500000US27015,"Brown County, Minnesota",23999
0500000US27017,"Carlton County, Minnesota",33937
0500000US27019,"Carver County, Minnesota",102421
0500000US27021,"Cass County, Minnesota",29049
0500000US27023,"Chippewa County, Minnesota",11645
0500000US27025,"Chisago County, Minnesota",54299
0500000US27027,"Clay County, Minnesota",60448
0500000US27029,"Clearwater County, Minnesota",8708
0500000US27031,"Cook County, Minnesota",5356
0500000US27033,"Cottonwood County, Minnesota",11080
0500000US27035,"Crow Wing County, Minnesota",63741
0500000US27037,"Dakota County, Minnesota",422344
0500000US27039,"Dodge County, Minnesota",20631
0500000US27041,"Douglas County, Minnesota",37326
0500000US27043,"Faribault County, Minnesota",13342
0500000US27045,"Fillmore County, Minnesota",20571
0500000US27047,"Freeborn County, Minnesota",29888
0500000US27049,"Goodhue County, Minnesota",45423
0500000US27051,"Grant County, Minnesota",5875
0500000US27053,"Hennepin County, Minnesota",1234027
0500000US27055,"Houston County, Minnesota",18419
0500000US27057,"Hubbard County, Minnesota",20957
0500000US27059,"Isanti County, Minnesota",39663
0500000US27061,"Itasca County, Minnesota",43961
0500000US27063,"Jackson County, Minnesota",9694
0500000US27065,"Kanabec County, Minnesota",15881
0500000US27067,"Kandiyohi County, Minnesota",41933
0500000US27069,"Kittson County, Minnesota",4119
0500000US27071,"Koochiching County, Minnesota",12076
0500000US27073,"Lac qui Parle County, Minnesota",6508
0500000US27075,"Lake County, Minnesota",10368
0500000US27077,"Lake of the Woods County, Minnesota",3701
0500000US27079,"Le Sueur County, Minnesota",28169
0500000US27081,"Lincoln County, Minnesota",5467
0500000US27083,"Lyon County, Minnesota",24546
0500000US27085,"McLeod County, Minnesota",35413
0500000US27087,"Mahnomen County, Minnesota",5372
0500000US27089,"Marshall County, Minnesota",9220
0500000US27091,"Martin County, Minnesota",19507
0500000US27093,"Meeker County, Minnesota",22769
0500000US27095,"Mille Lacs County, Minnesota",25381
0500000US27097,"Morrison County, Minnesota",32626
0500000US27099,"Mower County, Minnesota",39103
0500000US27101,"Murray County, Minnesota",8082
0500000US27103,"Nicollet County, Minnesota",31810
0500000US27105,"Nobles County, Minnesota",21247
0500000US27107,"Norman County, Minnesota",6264
0500000US27109,"Olmsted County, Minnesota",153761
0500000US27111,"Otter Tail County, Minnesota",57389
0500000US27113,"Pennington County, Minnesota",13899
0500000US27115,"Pine County, Minnesota",27453
0500000US27117,"Pipestone County, Minnesota",9004
0500000US27119,"Polk County, Minnesota",30322
0500000US27121,"Pope County, Minnesota",10908
0500000US27123,"Ramsey County, Minnesota",532911
0500000US27125,"Red Lake County, Minnesota",3987
0500000US27127,"Redwood County, Minnesota",14822
0500000US27129,"Renville County, Minnesota",14161
0500000US27131,"Rice County, Minnesota",58313
0500000US27133,"Rock County, Minnesota",9135
0500000US27135,"Roseau County, Minnesota",14978
0500000US27137,"St. Louis County, Minnesota",191447
0500000US27139,"Scott County, Minnesota",145243
0500000US27141,"Sherburne County, Minnesota",93831
0500000US27143,"Sibley County, Minnesota",14733
0500000US27145,"Stearns County, Minnesota",153067
0500000US27147,"Steele County, Minnesota",36192
0500000US27149,"Stevens County, Minnesota",9487
0500000US27151,"Swift County, Minnesota",9205
0500000US27153,"Todd County, Minnesota",24195
0500000US27155,"Traverse County, Minnesota",3197
0500000US27157,"Wabasha County, Minnesota",21339
0500000US27159,"Wadena County, Minnesota",13333
0500000US27161,"Waseca County, Minnesota",17709
0500000US27163,"Washington County, Minnesota",255400
0500000US27165,"Watonwan County, Minnesota",10771
0500000US27167,"Wilkin County, Minnesota",6142
0500000US27169,"Winona County, Minnesota",47140
0500000US27171,"Wright County, Minnesota",135007
0500000US27173,"Yellow Medicine County, Minnesota",9612
0500000US28001,"Adams County, Mississippi",28584
0500000US28003,"Alcorn County, Mississippi",36130
0500000US28005,"Amite County, Mississippi",12225
0500000US28007,"Attala County, Mississippi",17998
0500000US28009,"Benton County, Mississippi",8199
0500000US28011,"Bolivar County, Mississippi",29369
0500000US28013,"Calhoun County, Mississippi",14216
0500000US28015,"Carroll County, Mississippi",9692
0500000US28017,"Chickasaw County, Mississippi",16500
0500000US28019,"Choctaw County, Mississippi",8068
0500000US28021,"Claiborne County, Mississippi",8226
0500000US28023,"Clarke County, Mississippi",15510
0500000US28025,"Clay County, Mississippi",19230
0500000US28027,"Coahoma County, Mississippi",22055
0500000US28029,"Copiah County, Mississippi",27405
0500000US28031,"Covington County, Mississippi",18567
0500000US28033,"DeSoto County, Mississippi",180518
0500000US28035,"Forrest County, Mississippi",71741
0500000US28037,"Franklin County, Mississippi",7630
0500000US28039,"George County, Mississippi",23456
0500000US28041,"Greene County, Mississippi",9540
0500000US28043,"Grenada County, Mississippi",20570
0500000US28045,"Hancock County, Mississippi",47100
0500000US28047,"Harrison County, Mississippi",200442
0500000US28049,"Hinds County, Mississippi",226933
0500000US28051,"Holmes County, Mississippi",16698
0500000US28053,"Humphreys County, Mississippi",8107
0500000US28055,"Issaquena County, Mississippi",911
0500000US28057,"Itawamba County, Mississippi",21963
0500000US28059,"Jackson County, Mississippi",141230
0500000US28061,"Jasper County, Mississippi",16313
0500000US28063,"Jefferson County, Mississippi",6599
0500000US28065,"Jefferson Davis County, Mississippi",10991
0500000US28067,"Jones County, Mississippi",66809
0500000US28069,"Kemper County, Mississippi",8914
0500000US28071,"Lafayette County, Mississippi",49602
0500000US28073,"Lamar County, Mississippi",62110
0500000US28075,"Lauderdale County, Mississippi",72213
0500000US28077,"Lawrence County, Mississippi",12579
0500000US28079,"Leake County, Mississippi",22174
0500000US28081,"Lee County, Mississippi",84068
0500000US28083,"Leflore County, Mississippi",27534
0500000US28085,"Lincoln County, Mississippi",33606
0500000US28087,"Lowndes County, Mississippi",57004
0500000US28089,"Madison County, Mississippi",103727
0500000US28091,"Marion County, Mississippi",24043
0500000US28093,"Marshall County, Mississippi",33145
0500000US28095,"Monroe County, Mississippi",34678
0500000US28097,"Montgomery County, Mississippi",9725
0500000US28099,"Neshoba County, Mississippi",28713
0500000US28101,"Newton County, Mississippi",20560
0500000US28103,"Noxubee County, Mississippi",10357
0500000US28105,"Oktibbeha County, Mississippi",44996
0500000US28107,"Panola County, Mississippi",33679
0500000US28109,"Pearl River County, Mississippi",54027
0500000US28111,"Perry County, Mississippi",11854
0500000US28113,"Pike County, Mississippi",38163
0500000US28115,"Pontotoc County, Mississippi",31654
0500000US28117,"Prentiss County, Mississippi",24058
0500000US28119,"Quitman County, Mississippi",6867
0500000US28121,"Rankin County, Mississippi",148662
0500000US28123,"Scott County, Mississippi",27874
0500000US28125,"Sharkey County, Mississippi",4324
0500000US28127,"Simpson County, Mississippi",26242
0500000US28129,"Smith County, Mississippi",15802
0500000US28131,"Stone County, Mississippi",17468
0500000US28133,"Sunflower County, Mississippi",21472
0500000US28135,"Tallahatchie County, Mississippi",12602
0500000US28137,"Tate County, Mississippi",26430
0500000US28139,"Tippah County, Mississippi",21611
0500000US28141,"Tishomingo County, Mississippi",19138
0500000US28143,"Tunica County, Mississippi",9607
0500000US28145,"Union County, Mississippi",28185
0500000US28147,"Walthall County, Mississippi",14242
0500000US28149,"Warren County, Mississippi",45451
0500000US28151,"Washington County, Mississippi",44435
0500000US28153,"Wayne County, Mississippi",20186
0500000US28155,"Webster County, Mississippi",9598
0500000US28157,"Wilkinson County, Mississippi",7507
0500000US28159,"Winston County, Mississippi",17621
0500000US28161,"Yalobusha County, Mississippi",12068
0500000US28163,"Yazoo County, Mississippi",22974
0500000US29001,"Adair County, Missouri",22874
0500000US29003,"Andrew County, Missouri",17334
0500000US29005,"Atchison County, Missouri",5087
0500000US29007,"Audrain County, Missouri",23544
0500000US29009,"Barry County, Missouri",34913
0500000US29011,"Barton County, Missouri",11594
0500000US29013,"Bates County, Missouri",15899
0500000US29015,"Benton County, Missouri",19060
0500000US29017,"Bollinger County, Missouri",12069
0500000US29019,"Boone County, Missouri",170552
0500000US29021,"Buchanan County, Missouri",83901
0500000US29023,"Butler County, Missouri",41652
0500000US29025,"Caldwell County, Missouri",8756
0500000US29027,"Callaway County, Missouri",40835
0500000US29029,"Camden County, Missouri",45003
0500000US29031,"Cape Girardeau County, Missouri",75522
0500000US29033,"Carroll County, Missouri",8611
0500000US29035,"Carter County, Missouri",5947
0500000US29037,"Cass County, Missouri",103208
0500000US29039,"Cedar County, Missouri",13936
0500000US29041,"Chariton County, Missouri",7203
0500000US29043,"Christian County, Missouri",86367
0500000US29045,"Clark County, Missouri",6695
0500000US29047,"Clay County, Missouri",243375
0500000US29049,"Clinton County, Missouri",19894
0500000US29051,"Cole County, Missouri",71808
0500000US29053,"Cooper County, Missouri",15945
0500000US29055,"Crawford County, Missouri",23491
0500000US29057,"Dade County, Missouri",7424
0500000US29059,"Dallas County, Missouri",16592
0500000US29061,"Daviess County, Missouri",8080
0500000US29063,"DeKalb County, Missouri",8765
0500000US29065,"Dent County, Missouri",15326
0500000US29067,"Douglas County, Missouri",13150
0500000US29069,"Dunklin County, Missouri",28893
0500000US29071,"Franklin County, Missouri",102240
0500000US29073,"Gasconade County, Missouri",14390
0500000US29075,"Gentry County, Missouri",6416
0500000US29077,"Greene County, Missouri",279688
0500000US29079,"Grundy County, Missouri",9568
0500000US29081,"Harrison County, Missouri",8250
0500000US29083,"Henry County, Missouri",21545
0500000US29085,"Hickory County, Missouri",9348
0500000US29087,"Holt County, Missouri",4251
0500000US29089,"Howard County, Missouri",9324
0500000US29091,"Howell County, Missouri",39459
0500000US29093,"Iron County, Missouri",9786
0500000US29095,"Jackson County, Missouri",689353
0500000US29097,"Jasper County, Missouri",118328
0500000US29099,"Jefferson County, Missouri",221712
0500000US29101,"Johnson County, Missouri",49357
0500000US29103,"Knox County, Missouri",3879
0500000US29105,"Laclede County, Missouri",35169
0500000US29107,"Lafayette County, Missouri",32127
0500000US29109,"Lawrence County, Missouri",37529
0500000US29111,"Lewis County, Missouri",9141
0500000US29113,"Lincoln County, Missouri",56647
0500000US29115,"Linn County, Missouri",11844
0500000US29117,"Livingston County, Missouri",13746
0500000US29119,"McDonald County, Missouri",22537
0500000US29121,"Macon County, Missouri",14860
0500000US29123,"Madison County, Missouri",11839
0500000US29125,"Maries County, Missouri",8714
0500000US29127,"Marion County, Missouri",27134
0500000US29129,"Mercer County, Missouri",3563
0500000US29131,"Miller County, Missouri",24936
0500000US29133,"Mississippi County, Missouri",11605
0500000US29135,"Moniteau County, Missouri",14469
0500000US29137,"Monroe County, Missouri",8490
0500000US29139,"Montgomery County, Missouri",11028
0500000US29141,"Morgan County, Missouri",20044
0500000US29143,"New Madrid County, Missouri",16882
0500000US29145,"Newton County, Missouri",57187
0500000US29147,"Nodaway County, Missouri",19150
0500000US29149,"Oregon County, Missouri",10393
0500000US29151,"Osage County, Missouri",13350
0500000US29153,"Ozark County, Missouri",9009
0500000US29155,"Pemiscot County, Missouri",16075
0500000US29157,"Perry County, Missouri",18837
0500000US29159,"Pettis County, Missouri",41665
0500000US29161,"Phelps County, Missouri",41398
0500000US29163,"Pike County, Missouri",15963
0500000US29165,"Platte County, Missouri",101653
0500000US29167,"Polk County, Missouri",30410
0500000US29169,"Pulaski County, Missouri",42840
0500000US29171,"Putnam County, Missouri",4633
0500000US29173,"Ralls County, Missouri",10116
0500000US29175,"Randolph County, Missouri",22663
0500000US29177,"Ray County, Missouri",22605
0500000US29179,"Reynolds County, Missouri",6108
0500000US29181,"Ripley County, Missouri",13337
0500000US29183,"St. Charles County, Missouri",389985
0500000US29185,"St. Clair County, Missouri",9042
0500000US29186,"Ste. Genevieve County, Missouri",17564
0500000US29187,"St. Francois County, Missouri",60060
0500000US29189,"St. Louis County, Missouri",974608
0500000US29195,"Saline County, Missouri",21559
0500000US29197,"Schuyler County, Missouri",4508
0500000US29199,"Scotland County, Missouri",4796
0500000US29201,"Scott County, Missouri",37761
0500000US29203,"Shannon County, Missouri",8087
0500000US29205,"Shelby County, Missouri",5714
0500000US29207,"Stoddard County, Missouri",28780
0500000US29209,"Stone County, Missouri",31465
0500000US29211,"Sullivan County, Missouri",5931
0500000US29213,"Taney County, Missouri",53799
0500000US29215,"Texas County, Missouri",24065
0500000US29217,"Vernon County, Missouri",19745
0500000US29219,"Warren County, Missouri",34591
0500000US29221,"Washington County, Missouri",23694
0500000US29223,"Wayne County, Missouri",12806
0500000US29225,"Webster County, Missouri",37981
0500000US29227,"Worth County, Missouri",1952
0500000US29229,"Wright County, Missouri",17848
0500000US29510,"St. Louis city, Missouri",296577
0500000US30001,"Beaverhead County, Montana",8961
0500000US30003,"Big Horn County, Montana",13127
0500000US30005,"Blaine County, Montana",6587
0500000US30007,"Broadwater County, Montana",6027
0500000US30009,"Carbon County, Montana",10570
0500000US30011,"Carter County, Montana",1281
0500000US30013,"Cascade County, Montana",79410
0500000US30015,"Chouteau County, Montana",5691
0500000US30017,"Custer County, Montana",11185
0500000US30019,"Daniels County, Montana",1682
0500000US30021,"Dawson County, Montana",8356
0500000US30023,"Deer Lodge County, Montana",8581
0500000US30025,"Fallon County, Montana",2867
0500000US30027,"Fergus County, Montana",10917
0500000US30029,"Flathead County, Montana",101063
0500000US30031,"Gallatin County, Montana",107418
0500000US30033,"Garfield County, Montana",1051
0500000US30035,"Glacier County, Montana",13413
0500000US30037,"Golden Valley County, Montana",814
0500000US30039,"Granite County, Montana",3254
0500000US30041,"Hill County, Montana",15991
0500000US30043,"Jefferson County, Montana",11899
0500000US30045,"Judith Basin County, Montana",1968
0500000US30047,"Lake County, Montana",29995
0500000US30049,"Lewis and Clark County, Montana",67140
0500000US30051,"Liberty County, Montana",2434
0500000US30053,"Lincoln County, Montana",19668
0500000US30055,"McCone County, Montana",1789
0500000US30057,"Madison County, Montana",8461
0500000US30059,"Meagher County, Montana",1773
0500000US30061,"Mineral County, Montana",4224
0500000US30063,"Missoula County, Montana",116230
0500000US30065,"Musselshell County, Montana",4647
0500000US30067,"Park County, Montana",16372
0500000US30069,"Petroleum County, Montana",454
0500000US30071,"Phillips County, Montana",3988
0500000US30073,"Pondera County, Montana",5785
0500000US30075,"Powder River County, Montana",1603
0500000US30077,"Powell County, Montana",5159
0500000US30079,"Prairie County, Montana",1125
0500000US30081,"Ravalli County, Montana",43048
0500000US30083,"Richland County, Montana",11058
0500000US30085,"Roosevelt County, Montana",10648
0500000US30087,"Rosebud County, Montana",8953
0500000US30089,"Sanders County, Montana",11586
0500000US30091,"Sheridan County, Montana",3341
0500000US30093,"Silver Bow County, Montana",33901
0500000US30095,"Stillwater County, Montana",9516
0500000US30097,"Sweet Grass County, Montana",3643
0500000US30099,"Teton County, Montana",6026
0500000US30101,"Toole County, Montana",4228
0500000US30103,"Treasure County, Montana",614
0500000US30105,"Valley County, Montana",7306
0500000US30107,"Wheatland County, Montana",2109
0500000US30109,"Wibaux County, Montana",1017
0500000US30111,"Yellowstone County, Montana",156536
0500000US31001,"Adams County, Nebraska",29875
0500000US31003,"Antelope County, Nebraska",6215
0500000US31005,"Arthur County, Nebraska",439
0500000US31007,"Banner County, Nebraska",642
0500000US31009,"Blaine County, Nebraska",467
0500000US31011,"Boone County, Nebraska",5124
0500000US31013,"Box Butte County, Nebraska",10642
0500000US31015,"Boyd County, Nebraska",1844
0500000US31017,"Brown County, Nebraska",2840
0500000US31019,"Buffalo County, Nebraska",47244
0500000US31021,"Burt County, Nebraska",6412
0500000US31023,"Butler County, Nebraska",7801
0500000US31025,"Cass County, Nebraska",25401
0500000US31027,"Cedar County, Nebraska",8329
0500000US31029,"Chase County, Nebraska",3637
0500000US31031,"Cherry County, Nebraska",5738
0500000US31033,"Cheyenne County, Nebraska",9293
0500000US31035,"Clay County, Nebraska",6071
0500000US31037,"Colfax County, Nebraska",10412
0500000US31039,"Cuming County, Nebraska",8721
0500000US31041,"Custer County, Nebraska",10605
0500000US31043,"Dakota County, Nebraska",19825
0500000US31045,"Dawes County, Nebraska",7667
0500000US31047,"Dawson County, Nebraska",23360
0500000US31049,"Deuel County, Nebraska",1755
0500000US31051,"Dixon County, Nebraska",5596
0500000US31053,"Dodge County, Nebraska",35444
0500000US31055,"Douglas County, Nebraska",552975
0500000US31057,"Dundy County, Nebraska",1891
0500000US31059,"Fillmore County, Nebraska",5317
0500000US31061,"Franklin County, Nebraska",2893
0500000US31063,"Frontier County, Nebraska",2522
0500000US31065,"Furnas County, Nebraska",4617
0500000US31067,"Gage County, Nebraska",21056
0500000US31069,"Garden County, Nebraska",1882
0500000US31071,"Garfield County, Nebraska",2017
0500000US31073,"Gosper County, Nebraska",1964
0500000US31075,"Grant County, Nebraska",662
0500000US31077,"Greeley County, Nebraska",2328
0500000US31079,"Hall County, Nebraska",60242
0500000US31081,"Hamilton County, Nebraska",9065
0500000US31083,"Harlan County, Nebraska",3335
0500000US31085,"Hayes County, Nebraska",889
0500000US31087,"Hitchcock County, Nebraska",2737
0500000US31089,"Holt County, Nebraska",9969
0500000US31091,"Hooker County, Nebraska",695
0500000US31093,"Howard County, Nebraska",6393
0500000US31095,"Jefferson County, Nebraska",6959
0500000US31097,"Johnson County, Nebraska",4074
0500000US31099,"Kearney County, Nebraska",6467
0500000US31101,"Keith County, Nebraska",7962
0500000US31103,"Keya Paha County, Nebraska",875
0500000US31105,"Kimball County, Nebraska",3523
0500000US31107,"Knox County, Nebraska",8208
0500000US31109,"Lancaster County, Nebraska",302440
0500000US31111,"Lincoln County, Nebraska",34094
0500000US31113,"Logan County, Nebraska",887
0500000US31115,"Loup County, Nebraska",690
0500000US31117,"McPherson County, Nebraska",420
0500000US31119,"Madison County, Nebraska",34046
0500000US31121,"Merrick County, Nebraska",7668
0500000US31123,"Morrill County, Nebraska",4562
0500000US31125,"Nance County, Nebraska",3425
0500000US31127,"Nemaha County, Nebraska",6452
0500000US31129,"Nuckolls County, Nebraska",4133
0500000US31131,"Otoe County, Nebraska",15605
0500000US31133,"Pawnee County, Nebraska",2593
0500000US31135,"Perkins County, Nebraska",2852
0500000US31137,"Phelps County, Nebraska",8764
0500000US31139,"Pierce County, Nebraska",6969
0500000US31141,"Platte County, Nebraska",32830
0500000US31143,"Polk County, Nebraska",5120
0500000US31145,"Red Willow County, Nebraska",10316
0500000US31147,"Richardson County, Nebraska",7755
0500000US31149,"Rock County, Nebraska",1359
0500000US31151,"Saline County, Nebraska",13270
0500000US31153,"Sarpy County, Nebraska",181717
0500000US31155,"Saunders County, Nebraska",21060
0500000US31157,"Scotts Bluff County, Nebraska",34879
0500000US31159,"Seward County, Nebraska",15753
0500000US31161,"Sheridan County, Nebraska",5140
0500000US31163,"Sherman County, Nebraska",2949
0500000US31165,"Sioux County, Nebraska",1298
0500000US31167,"Stanton County, Nebraska",5881
0500000US31169,"Thayer County, Nebraska",4813
0500000US31171,"Thomas County, Nebraska",586
0500000US31173,"Thurston County, Nebraska",7148
0500000US31175,"Valley County, Nebraska",4032
0500000US31177,"Washington County, Nebraska",20261
0500000US31179,"Wayne County, Nebraska",8011
0500000US31181,"Webster County, Nebraska",3405
0500000US31183,"Wheeler County, Nebraska",689
0500000US31185,"York County, Nebraska",12679
0500000US32001,"Churchill County, Nevada",23989
0500000US32003,"Clark County, Nevada",2202490
0500000US32005,"Douglas County, Nevada",48134
0500000US32007,"Elko County, Nevada",51664
0500000US32009,"Esmeralda County, Nevada",1024
0500000US32011,"Eureka County, Nevada",1834
0500000US32013,"Humboldt County, Nevada",16622
0500000US32015,"Lander County, Nevada",5515
0500000US32017,"Lincoln County, Nevada",4541
0500000US32019,"Lyon County, Nevada",55409
0500000US32021,"Mineral County, Nevada",4418
0500000US32023,"Nye County, Nevada",44724
0500000US32027,"Pershing County, Nevada",4715
0500000US32029,"Storey County, Nevada",4070
0500000US32031,"Washoe County, Nevada",457747
0500000US32033,"White Pine County, Nevada",7981
0500000US32510,"Carson City, Nevada",52940
0500000US33001,"Belknap County, New Hampshire",60389
0500000US33003,"Carroll County, New Hampshire",47805
0500000US33005,"Cheshire County, New Hampshire",71442
0500000US33007,"Coos County, New Hampshire",29381
0500000US33009,"Grafton County, New Hampshire",83805
0500000US33011,"Hillsborough County, New Hampshire",407550
0500000US33013,"Merrimack County, New Hampshire",144171
0500000US33015,"Rockingham County, New Hampshire",305496
0500000US33017,"Strafford County, New Hampshire",120298
0500000US33019,"Sullivan County, New Hampshire",42433
0500000US34001,"Atlantic County, New Jersey",259283
0500000US34003,"Bergen County, New Jersey",920634
0500000US34005,"Burlington County, New Jersey",434130
0500000US34007,"Camden County, New Jersey",499824
0500000US34009,"Cape May County, New Jersey",90925
0500000US34011,"Cumberland County, New Jersey",138300
0500000US34013,"Essex County, New Jersey",778844
0500000US34015,"Gloucester County, New Jersey",287491
0500000US34017,"Hudson County, New Jersey",663439
0500000US34019,"Hunterdon County, New Jersey",121277
0500000US34021,"Mercer County, New Jersey",351713
0500000US34023,"Middlesex County, New Jersey",797084
0500000US34025,"Monmouth County, New Jersey",614663
0500000US34027,"Morris County, New Jersey",485155
0500000US34029,"Ocean County, New Jersey",594920
0500000US34031,"Passaic County, New Jersey",495390
0500000US34033,"Salem County, New Jersey",61301
0500000US34035,"Somerset County, New Jersey",326710
0500000US34037,"Sussex County, New Jersey",139634
0500000US34039,"Union County, New Jersey",548931
0500000US34041,"Warren County, New Jersey",104144
0500000US35001,"Bernalillo County, New Mexico",670607
0500000US35003,"Catron County, New Mexico",3505
0500000US35005,"Chaves County, New Mexico",62522
0500000US35006,"Cibola County, New Mexico",25362
0500000US35007,"Colfax County, New Mexico",11520
0500000US35009,"Curry County, New Mexico",48422
0500000US35011,"De Baca County, New Mexico",1974
0500000US35013,"Doña Ana County, New Mexico",211956
0500000US35015,"Eddy County, New Mexico",57049
0500000US35017,"Grant County, New Mexico",26530
0500000US35019,"Guadalupe County, New Mexico",3642
0500000US35021,"Harding County, New Mexico",432
0500000US35023,"Hidalgo County, New Mexico",4121
0500000US35025,"Lea County, New Mexico",67680
0500000US35027,"Lincoln County, New Mexico",19337
0500000US35028,"Los Alamos County, New Mexico",18895
0500000US35029,"Luna County, New Mexico",23631
0500000US35031,"McKinley County, New Mexico",71206
0500000US35033,"Mora County, New Mexico",4491
0500000US35035,"Otero County, New Mexico",63079
0500000US35037,"Quay County, New Mexico",8052
0500000US35039,"Rio Arriba County, New Mexico",38716
0500000US35041,"Roosevelt County, New Mexico",17518
0500000US35043,"Sandoval County, New Mexico",143808
0500000US35045,"San Juan County, New Mexico",123616
0500000US35047,"San Miguel County, New Mexico",26030
0500000US35049,"Santa Fe County, New Mexico",147703
0500000US35051,"Sierra County, New Mexico",10655
0500000US35053,"Socorro County, New Mexico",15979
0500000US35055,"Taos County, New Mexico",32554
0500000US35057,"Torrance County, New Mexico",15176
0500000US35059,"Union County, New Mexico",3442
0500000US35061,"Valencia County, New Mexico",74699
0500000US36001,"Albany County, New York",290546
0500000US36003,"Allegany County, New York",41359
0500000US36005,"Bronx County, New York",1392559
0500000US36007,"Broome County, New York",182339
0500000US36009,"Cattaraugus County, New York",74410
0500000US36011,"Cayuga County, New York",72440
0500000US36013,"Chautauqua County, New York",122313
0500000US36015,"Chemung County, New York",79587
0500000US36017,"Chenango County, New York",46629
0500000US36019,"Clinton County, New York",72607
0500000US36021,"Columbia County, New York",58177
0500000US36023,"Cortland County, New York",44066
0500000US36025,"Delaware County, New York",42454
0500000US36027,"Dutchess County, New York",277036
0500000US36029,"Erie County, New York",892930
0500000US36031,"Essex County, New York",34683
0500000US36033,"Franklin County, New York",44918
0500000US36035,"Fulton County, New York",52295
0500000US36037,"Genesee County, New York",56683
0500000US36039,"Greene County, New York",44147
0500000US36041,"Hamilton County, New York",4438
0500000US36043,"Herkimer County, New York",60700
0500000US36045,"Jefferson County, New York",104597
0500000US36047,"Kings County, New York",2550485
0500000US36049,"Lewis County, New York",26170
0500000US36051,"Livingston County, New York",57301
0500000US36053,"Madison County, New York",65862
0500000US36055,"Monroe County, New York",717966
0500000US36057,"Montgomery County, New York",48348
0500000US36059,"Nassau County, New York",1335736
0500000US36061,"New York County, New York",1582094
0500000US36063,"Niagara County, New York",206281
0500000US36065,"Oneida County, New York",217302
0500000US36067,"Onondaga County, New York",442532
0500000US36069,"Ontario County, New York",106375
0500000US36071,"Orange County, New York",372180
0500000US36073,"Orleans County, New York",37843
0500000US36075,"Oswego County, New York",112298
0500000US36077,"Otsego County, New York",54513
