Geography,Geographic Area Name,Total
0500000US17065,"Hamilton County, Illinois",8071
0500000US17067,"Hancock County, Illinois",17605
0500000US17069,"Hardin County, Illinois",3799
0500000US17071,"Henderson County, Illinois",6676
0500000US17073,"Henry County, Illinois",48162
0500000US17075,"Iroquois County, Illinois",26746
0500000US17077,"Jackson County, Illinois",53728
0500000US17079,"Jasper County, Illinois",9408
0500000US17081,"Jefferson County, Illinois",35527
0500000US17083,"Jersey County, Illinois",20763
0500000US17085,"Jo Daviess County, Illinois",21241
0500000US17087,"Johnson County, Illinois",10076
0500000US17089,"Kane County, Illinois",525065
0500000US17091,"Kankakee County, Illinois",105504
0500000US17093,"Kendall County, Illinois",127192
0500000US17095,"Knox County, Illinois",45810
0500000US17097,"Lake County, Illinois",682049
0500000US17099,"LaSalle County, Illinois",105323
0500000US17101,"Lawrence County, Illinois",13445
0500000US17103,"Lee County, Illinois",30901
0500000US17105,"Livingston County, Illinois",33571
0500000US17107,"Logan County, Illinois",24912
0500000US17109,"McDonough County, Illinois",26824
0500000US17111,"McHenry County, Illinois",304687
0500000US17113,"McLean County, Illinois",163631
0500000US17115,"Macon County, Illinois",101042
0500000US17117,"Macoupin County, Illinois",44290
0500000US17119,"Madison County, Illinois",258701
0500000US17121,"Marion County, Illinois",36375
0500000US17123,"Marshall County, Illinois",11084
0500000US17125,"Mason County, Illinois",13285
0500000US17127,"Massac County, Illinois",13687
0500000US17129,"Menard County, Illinois",12107
0500000US17131,"Mercer County, Illinois",15245
0500000US17133,"Monroe County, Illinois",34122
0500000US17135,"Montgomery County, Illinois",25633
0500000US17137,"Morgan County, Illinois",30932
0500000US17139,"Moultrie County, Illinois",14264
0500000US17141,"Ogle County, Illinois",49978
0500000US17143,"Peoria County, Illinois",175976
0500000US17145,"Perry County, Illinois",18340
0500000US17147,"Piatt County, Illinois",16348
0500000US17149,"Pike County, Illinois",15042
0500000US17151,"Pope County, Illinois",4019
0500000US17153,"Pulaski County, Illinois",5335
0500000US17155,"Putnam County, Illinois",5702
0500000US17157,"Randolph County, Illinois",28251
0500000US17159,"Richland County, Illinois",15401
0500000US17161,"Rock Island County, Illinois",137890
0500000US17163,"St. Clair County, Illinois",256679
0500000US17165,"Saline County, Illinois",23179
0500000US17167,"Sangamon County, Illinois",191976
0500000US17169,"Schuyler County, Illinois",6802
0500000US17171,"Scott County, Illinois",4912
0500000US17173,"Shelby County, Illinois",21425
0500000US17175,"Stark County, Illinois",5256
0500000US17177,"Stephenson County, Illinois",43902
0500000US17179,"Tazewell County, Illinois",129697
0500000US17181,"Union County, Illinois",16584
0500000US17183,"Vermilion County, Illinois",73487
0500000US17185,"Wabash County, Illinois",11260
0500000US17187,"Warren County, Illinois",15844
0500000US17189,"Washington County, Illinois",13754
0500000US17191,"Wayne County, Illinois",16240
0500000US17193,"White County, Illinois",13223
0500000US17195,"Whiteside County, Illinois",54340
0500000US17197,"Will County, Illinois",679320
0500000US17199,"Williamson County, Illinois",64469
0500000US17201,"Winnebago County, Illinois",279100
0500000US17203,"Woodford County, Illinois",37368
0500000US18001,"Adams County, Indiana",34909
0500000US18003,"Allen County, Indiana",369245
0500000US18005,"Bartholomew County, Indiana",82266
0500000US18007,"Benton County, Indiana",8556
0500000US18009,"Blackford County, Indiana",11731
0500000US18011,"Boone County, Indiana",66016
0500000US18013,"Brown County, Indiana",14878
0500000US18015,"Carroll County, Indiana",19880
0500000US18017,"Cass County, Indiana",36578
0500000US18019,"Clark County, Indiana",115475
0500000US18021,"Clay County, Indiana",25457
0500000US18023,"Clinton County, Indiana",31338
0500000US18025,"Crawford County, Indiana",10399
0500000US18027,"Daviess County, Indiana",32661
0500000US18029,"Dearborn County, Indiana",48901
0500000US18031,"Decatur County, Indiana",26089
0500000US18033,"DeKalb County, Indiana",42777
0500000US18035,"Delaware County, Indiana",107048
0500000US18037,"Dubois County, Indiana",41562
0500000US18039,"Elkhart County, Indiana",201533
0500000US18041,"Fayette County, Indiana",22674
0500000US18043,"Floyd County, Indiana",76240
0500000US18045,"Fountain County, Indiana",16248
0500000US18047,"Franklin County, Indiana",22661
0500000US18049,"Fulton County, Indiana",19689
0500000US18051,"Gibson County, Indiana",32831
0500000US18053,"Grant County, Indiana",60474
0500000US18055,"Greene County, Indiana",31777
0500000US18057,"Hamilton County, Indiana",328349
0500000US18059,"Hancock County, Indiana",75746
0500000US18061,"Harrison County, Indiana",39664
0500000US18063,"Hendricks County, Indiana",163409
0500000US18065,"Henry County, Indiana",44557
0500000US18067,"Howard County, Indiana",80998
0500000US18069,"Huntington County, Indiana",34892
0500000US18071,"Jackson County, Indiana",42809
0500000US18073,"Jasper County, Indiana",32492
0500000US18075,"Jay County, Indiana",20355
0500000US18077,"Jefferson County, Indiana",29714
0500000US18079,"Jennings County, Indiana",26901
0500000US18081,"Johnson County, Indiana",153247
0500000US18083,"Knox County, Indiana",34529
0500000US18085,"Kosciusko County, Indiana",77358
0500000US18087,"LaGrange County, Indiana",39027
0500000US18089,"Lake County, Indiana",479537
0500000US18091,"LaPorte County, Indiana",101981
0500000US18093,"Lawrence County, Indiana",44758
0500000US18095,"Madison County, Indiana",122990
0500000US18097,"Marion County, Indiana",938064
0500000US18099,"Marshall County, Indiana",45554
0500000US18101,"Martin County, Indiana",9828
0500000US18103,"Miami County, Indiana",33361
0500000US18105,"Monroe County, Indiana",131534
0500000US18107,"Montgomery County, Indiana",36773
0500000US18109,"Morgan County, Indiana",68862
0500000US18111,"Newton County, Indiana",13723
0500000US18113,"Noble County, Indiana",46559
0500000US18115,"Ohio County, Indiana",5785
0500000US18117,"Orange County, Indiana",19182
0500000US18119,"Owen County, Indiana",20547
0500000US18121,"Parke County, Indiana",15498
0500000US18123,"Perry County, Indiana",17394
0500000US18125,"Pike County, Indiana",12076
0500000US18127,"Porter County, Indiana",165213
0500000US18129,"Posey County, Indiana",25192
0500000US18131,"Pulaski County, Indiana",12264
0500000US18133,"Putnam County, Indiana",31955
0500000US18135,"Randolph County, Indiana",24190
0500000US18137,"Ripley County, Indiana",27975
0500000US18139,"Rush County, Indiana",16368
0500000US18141,"St. Joseph County, Indiana",258247
0500000US18143,"Scott County, Indiana",22897
0500000US18145,"Shelby County, Indiana",43612
0500000US18147,"Spencer County, Indiana",20097
0500000US18149,"Starke County, Indiana",22846
0500000US18151,"Steuben County, Indiana",32995
0500000US18153,"Sullivan County, Indiana",18353
0500000US18155,"Switzerland County, Indiana",10620
0500000US18157,"Tippecanoe County, Indiana",176099
0500000US18159,"Tipton County, Indiana",14870
0500000US18161,"Union County, Indiana",6945
0500000US18163,"Vanderburgh County, Indiana",174804
0500000US18165,"Vermillion County, Indiana",15191
0500000US18167,"Vigo County, Indiana",98658
0500000US18169,"Wabash County, Indiana",29258
0500000US18171,"Warren County, Indiana",8101
0500000US18173,"Warrick County, Indiana",61640
0500000US18175,"Washington County, Indiana",27489
0500000US18177,"Wayne County, Indiana",63331
0500000US18179,"Wells County, Indiana",27336
0500000US18181,"White County, Indiana",23829
0500000US18183,"Whitley County, Indiana",33311
0500000US19001,"Adair County, Iowa",6886
0500000US19003,"Adams County, Iowa",3555
0500000US19005,"Allamakee County, Iowa",13470
0500000US19007,"Appanoose County, Iowa",12317
0500000US19009,"Audubon County, Iowa",5394
0500000US19011,"Benton County, Iowa",25101
0500000US19013,"Black Hawk County, Iowa",126806
0500000US19015,"Boone County, Iowa",25987
0500000US19017,"Bremer County, Iowa",23455
0500000US19019,"Buchanan County, Iowa",20912
0500000US19021,"Buena Vista County, Iowa",18936
0500000US19023,"Butler County, Iowa",14245
0500000US19025,"Calhoun County, Iowa",8933
0500000US19027,"Carroll County, Iowa",19761
0500000US19029,"Cass County, Iowa",12733
0500000US19031,"Cedar County, Iowa",18089
0500000US19033,"Cerro Gordo County, Iowa",41835
0500000US19035,"Cherokee County, Iowa",10761
0500000US19037,"Chickasaw County, Iowa",11749
0500000US19039,"Clarke County, Iowa",9138
0500000US19041,"Clay County, Iowa",15814
0500000US19043,"Clayton County, Iowa",17223
0500000US19045,"Clinton County, Iowa",45606
0500000US19047,"Crawford County, Iowa",16801
0500000US19049,"Dallas County, Iowa",89930
0500000US19051,"Davis County, Iowa",8858
0500000US19053,"Decatur County, Iowa",7188
0500000US19055,"Delaware County, Iowa",16939
0500000US19057,"Des Moines County, Iowa",38415
0500000US19059,"Dickinson County, Iowa",17020
0500000US19061,"Dubuque County, Iowa",93598
0500000US19063,"Emmet County, Iowa",8390
0500000US19065,"Fayette County, Iowa",18966
0500000US19067,"Floyd County, Iowa",15499
0500000US19069,"Franklin County, Iowa",9921
0500000US19071,"Fremont County, Iowa",6742
0500000US19073,"Greene County, Iowa",8795
0500000US19075,"Grundy County, Iowa",12086
0500000US19077,"Guthrie County, Iowa",10575
0500000US19079,"Hamilton County, Iowa",14722
0500000US19081,"Hancock County, Iowa",10487
0500000US19083,"Hardin County, Iowa",16068
0500000US19085,"Harrison County, Iowa",13799
0500000US19087,"Henry County, Iowa",18349
0500000US19089,"Howard County, Iowa",8987
0500000US19091,"Humboldt County, Iowa",9388
0500000US19093,"Ida County, Iowa",6693
0500000US19095,"Iowa County, Iowa",15884
0500000US19097,"Jackson County, Iowa",19016
0500000US19099,"Jasper County, Iowa",35319
0500000US19101,"Jefferson County, Iowa",17393
0500000US19103,"Johnson County, Iowa",143036
0500000US19105,"Jones County, Iowa",19324
0500000US19107,"Keokuk County, Iowa",10009
0500000US19109,"Kossuth County, Iowa",14628
0500000US19111,"Lee County, Iowa",32532
0500000US19113,"Linn County, Iowa",220201
0500000US19115,"Louisa County, Iowa",10968
0500000US19117,"Lucas County, Iowa",8391
0500000US19119,"Lyon County, Iowa",11629
0500000US19121,"Madison County, Iowa",15976
0500000US19123,"Mahaska County, Iowa",21694
0500000US19125,"Marion County, Iowa",31503
0500000US19127,"Marshall County, Iowa",38455
0500000US19129,"Mills County, Iowa",14825
0500000US19131,"Mitchell County, Iowa",10330
0500000US19133,"Monona County, Iowa",8470
0500000US19135,"Monroe County, Iowa",7643
0500000US19137,"Montgomery County, Iowa",9843
0500000US19139,"Muscatine County, Iowa",41906
0500000US19141,"O'Brien County, Iowa",13464
0500000US19143,"Osceola County, Iowa",5918
0500000US19145,"Page County, Iowa",14081
0500000US19147,"Palo Alto County, Iowa",8624
0500000US19149,"Plymouth County, Iowa",24763
0500000US19151,"Pocahontas County, Iowa",6572
0500000US19153,"Polk County, Iowa",476815
0500000US19155,"Pottawattamie County, Iowa",91118
0500000US19157,"Poweshiek County, Iowa",16734
0500000US19159,"Ringgold County, Iowa",4710
0500000US19161,"Sac County, Iowa",9501
0500000US19163,"Scott County, Iowa",169231
0500000US19165,"Shelby County, Iowa",11326
0500000US19167,"Sioux County, Iowa",32618
0500000US19169,"Story County, Iowa",86258
0500000US19171,"Tama County, Iowa",16490
0500000US19173,"Taylor County, Iowa",6058
0500000US19175,"Union County, Iowa",12027
0500000US19177,"Van Buren County, Iowa",7023
0500000US19179,"Wapello County, Iowa",34296
0500000US19181,"Warren County, Iowa",48915
0500000US19183,"Washington County, Iowa",21679
0500000US19185,"Wayne County, Iowa",6318
0500000US19187,"Webster County, Iowa",33571
0500000US19189,"Winnebago County, Iowa",9788
0500000US19191,"Winneshiek County, Iowa",17885
0500000US19193,"Woodbury County, Iowa",99913
0500000US19195,"Worth County, Iowa",7280
0500000US19197,"Wright County, Iowa",12411
0500000US20001,"Allen County, Kansas",12037
0500000US20003,"Anderson County, Kansas",7720
0500000US20005,"Atchison County, Kansas",14874
0500000US20007,"Barber County, Kansas",4440
0500000US20009,"Barton County, Kansas",25614
0500000US20011,"Bourbon County, Kansas",14030
0500000US20013,"Brown County, Kansas",9412
0500000US20015,"Butler County, Kansas",63587
0500000US20017,"Chase County, Kansas",2516
0500000US20019,"Chautauqua County, Kansas",3227
0500000US20021,"Cherokee County, Kansas",19721
0500000US20023,"Cheyenne County, Kansas",2596
0500000US20025,"Clark County, Kansas",1889
0500000US20027,"Clay County, Kansas",7885
0500000US20029,"Cloud County, Kansas",8360
0500000US20031,"Coffey County, Kansas",8094
0500000US20033,"Comanche County, Kansas",1681
0500000US20035,"Cowley County, Kansas",32887
0500000US20037,"Crawford County, Kansas",36838
0500000US20039,"Decatur County, Kansas",2728
0500000US20041,"Dickinson County, Kansas",18202
0500000US20043,"Doniphan County, Kansas",6863
0500000US20045,"Douglas County, Kansas",113339
0500000US20047,"Edwards County, Kansas",2735
0500000US20049,"Elk County, Kansas",2487
0500000US20051,"Ellis County, Kansas",27573
0500000US20053,"Ellsworth County, Kansas",5273
0500000US20055,"Finney County, Kansas",35724
0500000US20057,"Ford County, Kansas",32951
0500000US20059,"Franklin County, Kansas",24921
0500000US20061,"Geary County, Kansas",32257
0500000US20063,"Gove County, Kansas",2592
0500000US20065,"Graham County, Kansas",2427
0500000US20067,"Grant County, Kansas",7258
0500000US20069,"Gray County, Kansas",5911
0500000US20071,"Greeley County, Kansas",1126
0500000US20073,"Greenwood County, Kansas",5916
0500000US20075,"Hamilton County, Kansas",2552
0500000US20077,"Harper County, Kansas",5346
0500000US20079,"Harvey County, Kansas",33022
0500000US20081,"Haskell County, Kansas",3941
0500000US20083,"Hodgeman County, Kansas",1827
0500000US20085,"Jackson County, Kansas",13058
0500000US20087,"Jefferson County, Kansas",18721
0500000US20089,"Jewell County, Kansas",2804
0500000US20091,"Johnson County, Kansas",591873
0500000US20093,"Kearny County, Kansas",3768
0500000US20095,"Kingman County, Kansas",7044
0500000US20097,"Kiowa County, Kansas",2288
0500000US20099,"Labette County, Kansas",19536
0500000US20101,"Lane County, Kansas",1520
0500000US20103,"Leavenworth County, Kansas",75726
0500000US20105,"Lincoln County, Kansas",2946
0500000US20107,"Linn County, Kansas",9607
0500000US20109,"Logan County, Kansas",2755
0500000US20111,"Lyon County, Kansas",31813
0500000US20113,"McPherson County, Kansas",27151
0500000US20115,"Marion County, Kansas",11081
0500000US20117,"Marshall County, Kansas",9530
0500000US20119,"Meade County, Kansas",3999
0500000US20121,"Miami County, Kansas",33052
0500000US20123,"Mitchell County, Kansas",5848
0500000US20125,"Montgomery County, Kansas",31171
0500000US20127,"Morris County, Kansas",5468
0500000US20129,"Morton County, Kansas",2577
0500000US20131,"Nemaha County, Kansas",9783
0500000US20133,"Neosho County, Kansas",15480
0500000US20135,"Ness County, Kansas",2785
0500000US20137,"Norton County, Kansas",4511
0500000US20139,"Osage County, Kansas",15558
0500000US20141,"Osborne County, Kansas",3388
0500000US20143,"Ottawa County, Kansas",5679
0500000US20145,"Pawnee County, Kansas",5482
0500000US20147,"Phillips County, Kansas",5175
0500000US20149,"Pottawatomie County, Kansas",23849
0500000US20151,"Pratt County, Kansas",8856
0500000US20153,"Rawlins County, Kansas",2441
0500000US20155,"Reno County, Kansas",59465
0500000US20157,"Republic County, Kansas",4492
0500000US20159,"Rice County, Kansas",8809
0500000US20161,"Riley County, Kansas",64388
0500000US20163,"Rooks County, Kansas",4788
0500000US20165,"Rush County, Kansas",2877
0500000US20167,"Russell County, Kansas",6751
0500000US20169,"Saline County, Kansas",53003
0500000US20171,"Scott County, Kansas",4781
0500000US20173,"Sedgwick County, Kansas",508233
0500000US20175,"Seward County, Kansas",21358
0500000US20177,"Shawnee County, Kansas",172598
0500000US20179,"Sheridan County, Kansas",2479
0500000US20181,"Sherman County, Kansas",5664
0500000US20183,"Smith County, Kansas",3521
0500000US20185,"Stafford County, Kansas",3999
0500000US20187,"Stanton County, Kansas",2000
0500000US20189,"Stevens County, Kansas",5363
0500000US20191,"Sumner County, Kansas",22362
0500000US20193,"Thomas County, Kansas",7317
0500000US20195,"Trego County, Kansas",2703
0500000US20197,"Wabaunsee County, Kansas",6772
0500000US20199,"Wallace County, Kansas",1555
0500000US20201,"Washington County, Kansas",5326
0500000US20203,"Wichita County, Kansas",2083
0500000US20205,"Wilson County, Kansas",8423
0500000US20207,"Woodson County, Kansas",3086
0500000US20209,"Wyandotte County, Kansas",163600
0500000US21001,"Adair County, Kentucky",17982
0500000US21003,"Allen County, Kentucky",20765
0500000US21005,"Anderson County, Kentucky",22327
0500000US21007,"Ballard County, Kentucky",7772
0500000US21009,"Barren County, Kentucky",42915
0500000US21011,"Bath County, Kentucky",12306
0500000US21013,"Bell County, Kentucky",25562
0500000US21015,"Boone County, Kentucky",130608
0500000US21017,"Bourbon County, Kentucky",19570
0500000US21019,"Boyd County, Kentucky",45388
0500000US21021,"Boyle County, Kentucky",26965
0500000US21023,"Bracken County, Kentucky",8225
0500000US21025,"Breathitt County, Kentucky",12517
0500000US21027,"Breckinridge County, Kentucky",19929
0500000US21029,"Bullitt County, Kentucky",80105
0500000US21031,"Butler County, Kentucky",12316
0500000US21033,"Caldwell County, Kentucky",12563
0500000US21035,"Calloway County, Kentucky",35231
0500000US21037,"Campbell County, Kentucky",90118
0500000US21039,"Carlisle County, Kentucky",4680
0500000US21041,"Carroll County, Kentucky",10382
0500000US21043,"Carter County, Kentucky",26145
0500000US21045,"Casey County, Kentucky",15537
0500000US21047,"Christian County, Kentucky",64507
0500000US21049,"Clark County, Kentucky",35423
0500000US21051,"Clay County, Kentucky",18732
0500000US21053,"Clinton County, Kentucky",10015
0500000US21055,"Crittenden County, Kentucky",8637
0500000US21057,"Cumberland County, Kentucky",6547
0500000US21059,"Daviess County, Kentucky",98137
0500000US21061,"Edmonson County, Kentucky",11998
0500000US21063,"Elliott County, Kentucky",5914
0500000US21065,"Estill County, Kentucky",14051
0500000US21067,"Fayette County, Kentucky",308922
0500000US21069,"Fleming County, Kentucky",14493
0500000US21071,"Floyd County, Kentucky",35213
0500000US21073,"Franklin County, Kentucky",48856
0500000US21075,"Fulton County, Kentucky",5624
0500000US21077,"Gallatin County, Kentucky",8562
0500000US21079,"Garrard County, Kentucky",17324
0500000US21081,"Grant County, Kentucky",24651
0500000US21083,"Graves County, Kentucky",36339
0500000US21085,"Grayson County, Kentucky",26002
0500000US21087,"Green County, Kentucky",10836
0500000US21089,"Greenup County, Kentucky",34887
0500000US21091,"Hancock County, Kentucky",8654
0500000US21093,"Hardin County, Kentucky",106364
0500000US21095,"Harlan County, Kentucky",25590
0500000US21097,"Harrison County, Kentucky",18415
0500000US21099,"Hart County, Kentucky",18446
0500000US21101,"Henderson County, Kentucky",44298
0500000US21103,"Henry County, Kentucky",15914
0500000US21105,"Hickman County, Kentucky",4316
0500000US21107,"Hopkins County, Kentucky",43775
0500000US21109,"Jackson County, Kentucky",13225
0500000US21111,"Jefferson County, Kentucky",751526
0500000US21113,"Jessamine County, Kentucky",51643
0500000US21115,"Johnson County, Kentucky",21832
0500000US21117,"Kenton County, Kentucky",164265
0500000US21119,"Knott County, Kentucky",14301
0500000US21121,"Knox County, Kentucky",30399
0500000US21123,"Larue County, Kentucky",13903
0500000US21125,"Laurel County, Kentucky",59728
0500000US21127,"Lawrence County, Kentucky",15487
0500000US21129,"Lee County, Kentucky",6622
0500000US21131,"Leslie County, Kentucky",9631
0500000US21133,"Letcher County, Kentucky",21520
0500000US21135,"Lewis County, Kentucky",13164
0500000US21137,"Lincoln County, Kentucky",24005
0500000US21139,"Livingston County, Kentucky",9115
0500000US21141,"Logan County, Kentucky",26683
0500000US21143,"Lyon County, Kentucky",6941
0500000US21145,"McCracken County, Kentucky",63814
0500000US21147,"McCreary County, Kentucky",15834
0500000US21149,"McLean County, Kentucky",9102
0500000US21151,"Madison County, Kentucky",85541
0500000US21153,"Magoffin County, Kentucky",12193
0500000US21155,"Marion County, Kentucky",18224
0500000US21157,"Marshall County, Kentucky",30488
0500000US21159,"Martin County, Kentucky",10163
0500000US21161,"Mason County, Kentucky",16765
0500000US21163,"Meade County, Kentucky",27973
0500000US21165,"Menifee County, Kentucky",6379
0500000US21167,"Mercer County, Kentucky",21466
0500000US21169,"Metcalfe County, Kentucky",9945
0500000US21171,"Monroe County, Kentucky",10430
0500000US21173,"Montgomery County, Kentucky",27545
0500000US21175,"Morgan County, Kentucky",11599
0500000US21177,"Muhlenberg County, Kentucky",30067
0500000US21179,"Nelson County, Kentucky",45473
0500000US21181,"Nicholas County, Kentucky",7048
0500000US21183,"Ohio County, Kentucky",23518
0500000US21185,"Oldham County, Kentucky",62858
0500000US21187,"Owen County, Kentucky",10743
0500000US21189,"Owsley County, Kentucky",4269
0500000US21191,"Pendleton County, Kentucky",14350
0500000US21193,"Perry County, Kentucky",25397
0500000US21195,"Pike County, Kentucky",57403
0500000US21197,"Powell County, Kentucky",11960
0500000US21199,"Pulaski County, Kentucky",63452
0500000US21201,"Robertson County, Kentucky",1976
0500000US21203,"Rockcastle County, Kentucky",16342
0500000US21205,"Rowan County, Kentucky",21559
0500000US21207,"Russell County, Kentucky",17477
0500000US21209,"Scott County, Kentucky",54312
0500000US21211,"Shelby County, Kentucky",46931
0500000US21213,"Simpson County, Kentucky",17831
0500000US21215,"Spencer County, Kentucky",18746
0500000US21217,"Taylor County, Kentucky",24409
0500000US21219,"Todd County, Kentucky",12078
0500000US21221,"Trigg County, Kentucky",14492
0500000US21223,"Trimble County, Kentucky",8355
0500000US21225,"Union County, Kentucky",14232
0500000US21227,"Warren County, Kentucky",123100
0500000US21229,"Washington County, Kentucky",11703
0500000US21231,"Wayne County, Kentucky",20066
0500000US21233,"Webster County, Kentucky",12642
0500000US21235,"Whitley County, Kentucky",34236
0500000US21237,"Wolfe County, Kentucky",7016
0500000US21239,"Woodford County, Kentucky",26039
0500000US22001,"Acadia Parish, Louisiana",61287
0500000US22003,"Allen Parish, Louisiana",20887
0500000US22005,"Ascension Parish, Louisiana",123812
0500000US22007,"Assumption Parish, Louisiana",22017
0500000US22009,"Avoyelles Parish, Louisiana",36799
0500000US22011,"Beauregard Parish, Louisiana",36917
0500000US22013,"Bienville Parish, Louisiana",13061
0500000US22015,"Bossier Parish, Louisiana",123605
0500000US22017,"Caddo Parish, Louisiana",238498
0500000US22019,"Calcasieu Parish, Louisiana",199701
0500000US22021,"Caldwell Parish, Louisiana",9618
0500000US22023,"Cameron Parish, Louisiana",6933
0500000US22025,"Catahoula Parish, Louisiana",8290
0500000US22027,"Claiborne Parish, Louisiana",13593
0500000US22029,"Concordia Parish, Louisiana",17698
0500000US22031,"De Soto Parish, Louisiana",27170
0500000US22033,"East Baton Rouge Parish, Louisiana",433686
0500000US22035,"East Carroll Parish, Louisiana",4232
0500000US22037,"East Feliciana Parish, Louisiana",15827
0500000US22039,"Evangeline Parish, Louisiana",31834
0500000US22041,"Franklin Parish, Louisiana",18872
0500000US22043,"Grant Parish, Louisiana",19108
0500000US22045,"Iberia Parish, Louisiana",69645
0500000US22047,"Iberville Parish, Louisiana",29335
0500000US22049,"Jackson Parish, Louisiana",14584
0500000US22051,"Jefferson Parish, Louisiana",431099
0500000US22053,"Jefferson Davis Parish, Louisiana",30896
0500000US22055,"Lafayette Parish, Louisiana",238082
0500000US22057,"Lafourche Parish, Louisiana",95651
0500000US22059,"LaSalle Parish, Louisiana",13569
0500000US22061,"Lincoln Parish, Louisiana",43977
0500000US22063,"Livingston Parish, Louisiana",139233
0500000US22065,"Madison Parish, Louisiana",9146
0500000US22067,"Morehouse Parish, Louisiana",24340
0500000US22069,"Natchitoches Parish, Louisiana",37545
0500000US22071,"Orleans Parish, Louisiana",377648
0500000US22073,"Ouachita Parish, Louisiana",147810
0500000US22075,"Plaquemines Parish, Louisiana",22950
0500000US22077,"Pointe Coupee Parish, Louisiana",21618
0500000US22079,"Rapides Parish, Louisiana",126370
0500000US22081,"Red River Parish, Louisiana",8144
0500000US22083,"Richland Parish, Louisiana",19327
0500000US22085,"Sabine Parish, Louisiana",23562
0500000US22087,"St. Bernard Parish, Louisiana",46330
0500000US22089,"St. Charles Parish, Louisiana",52072
0500000US22091,"St. Helena Parish, Louisiana",10012
0500000US22093,"St. James Parish, Louisiana",20922
0500000US22095,"St. John the Baptist Parish, Louisiana",42294
0500000US22097,"St. Landry Parish, Louisiana",81053
0500000US22099,"St. Martin Parish, Louisiana",53093
0500000US22101,"St. Mary Parish, Louisiana",49253
0500000US22103,"St. Tammany Parish, Louisiana",255645
0500000US22105,"Tangipahoa Parish, Louisiana",129942
0500000US22107,"Tensas Parish, Louisiana",4417
0500000US22109,"Terrebonne Parish, Louisiana",109498
0500000US22111,"Union Parish, Louisiana",21631
0500000US22113,"Vermilion Parish, Louisiana",58920
0500000US22115,"Vernon Parish, Louisiana",46734
0500000US22117,"Washington Parish, Louisiana",44344
0500000US22119,"Webster Parish, Louisiana",37838
0500000US22121,"West Baton Rouge Parish, Louisiana",25484
0500000US22123,"West Carroll Parish, Louisiana",10562
0500000US22125,"West Feliciana Parish, Louisiana",11900
0500000US22127,"Winn Parish, Louisiana",12267
0500000US23001,"Androscoggin County, Maine",104450
0500000US23003,"Aroostook County, Maine",65245
0500000US23005,"Cumberland County, Maine",286132
0500000US23007,"Franklin County, Maine",28721
0500000US23009,"Hancock County, Maine",53416
0500000US23011,"Kennebec County, Maine",118525
0500000US23013,"Knox County, Maine",38114
0500000US23015,"Lincoln County, Maine",33821
0500000US23017,"Oxford County, Maine",56774
0500000US23019,"Penobscot County, Maine",145179
0500000US23021,"Piscataquis County, Maine",16481
0500000US23023,"Sagadahoc County, Maine",35430
0500000US23025,"Somerset County, Maine",49751
0500000US23027,"Waldo County, Maine",38944
0500000US23029,"Washington County, Maine",30357
0500000US23031,"York County, Maine",202698
0500000US24001,"Allegany County, Maryland",62610
0500000US24003,"Anne Arundel County, Maryland",558904
0500000US24005,"Baltimore County, Maryland",807679
0500000US24009,"Calvert County, Maryland",91429
0500000US24011,"Caroline County, Maryland",32774
0500000US24013,"Carroll County, Maryland",164625
0500000US24015,"Cecil County, Maryland",101676
0500000US24017,"Charles County, Maryland",159247
0500000US24019,"Dorchester County, Maryland",31535
0500000US24021,"Frederick County, Maryland",250963
0500000US24023,"Garrett County, Maryland",28392
0500000US24025,"Harford County, Maryland",251593
0500000US24027,"Howard County, Maryland",319424
0500000US24029,"Kent County, Maryland",17777
0500000US24031,"Montgomery County, Maryland",1038784
0500000US24033,"Prince George's County, Maryland",889025
0500000US24035,"Queen Anne's County, Maryland",49566
0500000US24037,"St. Mary's County, Maryland",110128
0500000US24039,"Somerset County, Maryland",19575
0500000US24041,"Talbot County, Maryland",36599
0500000US24043,"Washington County, Maryland",141836
0500000US24045,"Wicomico County, Maryland",99179
0500000US24047,"Worcester County, Maryland",51204
0500000US24510,"Baltimore city, Maryland",580311
0500000US25001,"Barnstable County, Massachusetts",210734
0500000US25003,"Berkshire County, Massachusetts",119537
0500000US25005,"Bristol County, Massachusetts",548482
0500000US25007,"Dukes County, Massachusetts",17279
0500000US25009,"Essex County, Massachusetts",770223
0500000US25011,"Franklin County, Massachusetts",69454
0500000US25013,"Hampden County, Massachusetts",452156
0500000US25015,"Hampshire County, Massachusetts",138291
0500000US25017,"Middlesex County, Massachusetts",1550934
0500000US25019,"Nantucket County, Massachusetts",11090
0500000US25021,"Norfolk County, Massachusetts",685820
0500000US25023,"Plymouth County, Massachusetts",507382
0500000US25025,"Suffolk County, Massachusetts",757069
0500000US25027,"Worcester County, Massachusetts",798878
0500000US26001,"Alcona County, Michigan",10281
0500000US26003,"Alger County, Michigan",8066
0500000US26005,"Allegan County, Michigan",115744
0500000US26007,"Alpena County, Michigan",27847
0500000US26009,"Antrim County, Michigan",23009
0500000US26011,"Arenac County, Michigan",14824
0500000US26013,"Baraga County, Michigan",7116
0500000US26015,"Barry County, Michigan",60150
0500000US26017,"Bay County, Michigan",102432
0500000US26019,"Benzie County, Michigan",17447
0500000US26021,"Berrien County, Michigan",150645
0500000US26023,"Branch County, Michigan",41097
0500000US26025,"Calhoun County, Michigan",130127
0500000US26027,"Cass County, Michigan",51175
