"disasterNumber","state","declarationType","fyDeclared","declarationTitle","incidentBeginDate","placeCode","designatedArea","durationInMonths","declarationInMonths","waitingTime"
1370,"MN","DR",2001,"SEVERE WINTER STORMS, FLOODING, AND TORNADOES",2001-03-23,99103,"Nicollet (County)",3.35,NA,1.77
1370,"MN","DR",2001,"SEVERE WINTER STORMS, FLOODING, AND TORNADOES",2001-03-23,99111,"Otter Tail (County)",3.35,NA,1.77
1370,"MN","DR",2001,"SEVERE WINTER STORMS, FLOODING, AND TORNADOES",2001-03-23,99115,"Pine (County)",3.35,NA,1.77
1370,"MN","DR",2001,"SEVERE WINTER STORMS, FLOODING, AND TORNADOES",2001-03-23,99121,"Pope (County)",3.35,NA,1.77
1370,"MN","DR",2001,"SEVERE WINTER STORMS, FLOODING, AND TORNADOES",2001-03-23,99139,"Scott (County)",3.35,NA,1.77
1370,"MN","DR",2001,"SEVERE WINTER STORMS, FLOODING, AND TORNADOES",2001-03-23,99143,"Sibley (County)",3.35,NA,1.77
1370,"MN","DR",2001,"SEVERE WINTER STORMS, FLOODING, AND TORNADOES",2001-03-23,99145,"Stearns (County)",3.35,NA,1.77
1370,"MN","DR",2001,"SEVERE WINTER STORMS, FLOODING, AND TORNADOES",2001-03-23,99171,"Wright (County)",3.35,NA,1.77
1370,"MN","DR",2001,"SEVERE WINTER STORMS, FLOODING, AND TORNADOES",2001-03-23,52288,"Prairie Island Community (Indian Reservation)",3.35,NA,1.77
1370,"MN","DR",2001,"SEVERE WINTER STORMS, FLOODING, AND TORNADOES",2001-03-23,66316,"Upper Sioux Community (Indian Reservation)",3.35,NA,1.77
1370,"MN","DR",2001,"SEVERE WINTER STORMS, FLOODING, AND TORNADOES",2001-03-23,99009,"Benton (County)",3.35,NA,1.77
1370,"MN","DR",2001,"SEVERE WINTER STORMS, FLOODING, AND TORNADOES",2001-03-23,99011,"Big Stone (County)",3.35,NA,1.77
1370,"MN","DR",2001,"SEVERE WINTER STORMS, FLOODING, AND TORNADOES",2001-03-23,99019,"Carver (County)",3.35,NA,1.77
1370,"MN","DR",2001,"SEVERE WINTER STORMS, FLOODING, AND TORNADOES",2001-03-23,99023,"Chippewa (County)",3.35,NA,1.77
1370,"MN","DR",2001,"SEVERE WINTER STORMS, FLOODING, AND TORNADOES",2001-03-23,99025,"Chisago (County)",3.35,NA,1.77
1370,"MN","DR",2001,"SEVERE WINTER STORMS, FLOODING, AND TORNADOES",2001-03-23,99027,"Clay (County)",3.35,NA,1.77
1370,"MN","DR",2001,"SEVERE WINTER STORMS, FLOODING, AND TORNADOES",2001-03-23,99037,"Dakota (County)",3.35,NA,1.77
1370,"MN","DR",2001,"SEVERE WINTER STORMS, FLOODING, AND TORNADOES",2001-03-23,99047,"Freeborn (County)",3.35,NA,1.77
1370,"MN","DR",2001,"SEVERE WINTER STORMS, FLOODING, AND TORNADOES",2001-03-23,99049,"Goodhue (County)",3.35,NA,1.77
1370,"MN","DR",2001,"SEVERE WINTER STORMS, FLOODING, AND TORNADOES",2001-03-23,99051,"Grant (County)",3.35,NA,1.77
1370,"MN","DR",2001,"SEVERE WINTER STORMS, FLOODING, AND TORNADOES",2001-03-23,99055,"Houston (County)",3.35,NA,1.77
1370,"MN","DR",2001,"SEVERE WINTER STORMS, FLOODING, AND TORNADOES",2001-03-23,99073,"Lac qui Parle (County)",3.35,NA,1.77
1370,"MN","DR",2001,"SEVERE WINTER STORMS, FLOODING, AND TORNADOES",2001-03-23,99085,"McLeod (County)",3.35,NA,1.77
1370,"MN","DR",2001,"SEVERE WINTER STORMS, FLOODING, AND TORNADOES",2001-03-23,99093,"Meeker (County)",3.35,NA,1.77
1370,"MN","DR",2001,"SEVERE WINTER STORMS, FLOODING, AND TORNADOES",2001-03-23,99097,"Morrison (County)",3.35,NA,1.77
1370,"MN","DR",2001,"SEVERE WINTER STORMS, FLOODING, AND TORNADOES",2001-03-23,99107,"Norman (County)",3.35,NA,1.77
1370,"MN","DR",2001,"SEVERE WINTER STORMS, FLOODING, AND TORNADOES",2001-03-23,99119,"Polk (County)",3.35,NA,1.77
1370,"MN","DR",2001,"SEVERE WINTER STORMS, FLOODING, AND TORNADOES",2001-03-23,99123,"Ramsey (County)",3.35,NA,1.77
1370,"MN","DR",2001,"SEVERE WINTER STORMS, FLOODING, AND TORNADOES",2001-03-23,99125,"Red Lake (County)",3.35,NA,1.77
1370,"MN","DR",2001,"SEVERE WINTER STORMS, FLOODING, AND TORNADOES",2001-03-23,99127,"Redwood (County)",3.35,NA,1.77
1370,"MN","DR",2001,"SEVERE WINTER STORMS, FLOODING, AND TORNADOES",2001-03-23,99129,"Renville (County)",3.35,NA,1.77
1370,"MN","DR",2001,"SEVERE WINTER STORMS, FLOODING, AND TORNADOES",2001-03-23,99137,"St. Louis (County)",3.35,NA,1.77
1370,"MN","DR",2001,"SEVERE WINTER STORMS, FLOODING, AND TORNADOES",2001-03-23,99149,"Stevens (County)",3.35,NA,1.77
1370,"MN","DR",2001,"SEVERE WINTER STORMS, FLOODING, AND TORNADOES",2001-03-23,99151,"Swift (County)",3.35,NA,1.77
1370,"MN","DR",2001,"SEVERE WINTER STORMS, FLOODING, AND TORNADOES",2001-03-23,99153,"Todd (County)",3.35,NA,1.77
1370,"MN","DR",2001,"SEVERE WINTER STORMS, FLOODING, AND TORNADOES",2001-03-23,99155,"Traverse (County)",3.35,NA,1.77
1370,"MN","DR",2001,"SEVERE WINTER STORMS, FLOODING, AND TORNADOES",2001-03-23,99157,"Wabasha (County)",3.35,NA,1.77
1370,"MN","DR",2001,"SEVERE WINTER STORMS, FLOODING, AND TORNADOES",2001-03-23,99163,"Washington (County)",3.35,NA,1.77
1370,"MN","DR",2001,"SEVERE WINTER STORMS, FLOODING, AND TORNADOES",2001-03-23,99167,"Wilkin (County)",3.35,NA,1.77
1370,"MN","DR",2001,"SEVERE WINTER STORMS, FLOODING, AND TORNADOES",2001-03-23,99169,"Winona (County)",3.35,NA,1.77
1370,"MN","DR",2001,"SEVERE WINTER STORMS, FLOODING, AND TORNADOES",2001-03-23,99173,"Yellow Medicine (County)",3.35,NA,1.77
1369,"WI","DR",2001,"FLOODING, SEVERE STORMS AND TORNADOES",2001-04-10,99001,"Adams (County)",2.86,NA,1.02
1369,"WI","DR",2001,"FLOODING, SEVERE STORMS AND TORNADOES",2001-04-10,99003,"Ashland (County)",2.86,NA,1.02
1369,"WI","DR",2001,"FLOODING, SEVERE STORMS AND TORNADOES",2001-04-10,99017,"Chippewa (County)",2.86,NA,1.02
1369,"WI","DR",2001,"FLOODING, SEVERE STORMS AND TORNADOES",2001-04-10,99019,"Clark (County)",2.86,NA,1.02
1369,"WI","DR",2001,"FLOODING, SEVERE STORMS AND TORNADOES",2001-04-10,99033,"Dunn (County)",2.86,NA,1.02
1369,"WI","DR",2001,"FLOODING, SEVERE STORMS AND TORNADOES",2001-04-10,99051,"Iron (County)",2.86,NA,1.02
1369,"WI","DR",2001,"FLOODING, SEVERE STORMS AND TORNADOES",2001-04-10,99053,"Jackson (County)",2.86,NA,1.02
1369,"WI","DR",2001,"FLOODING, SEVERE STORMS AND TORNADOES",2001-04-10,99057,"Juneau (County)",2.86,NA,1.02
1369,"WI","DR",2001,"FLOODING, SEVERE STORMS AND TORNADOES",2001-04-10,99095,"Polk (County)",2.86,NA,1.02
1369,"WI","DR",2001,"FLOODING, SEVERE STORMS AND TORNADOES",2001-04-10,99097,"Portage (County)",2.86,NA,1.02
1369,"WI","DR",2001,"FLOODING, SEVERE STORMS AND TORNADOES",2001-04-10,99119,"Taylor (County)",2.86,NA,1.02
1369,"WI","DR",2001,"FLOODING, SEVERE STORMS AND TORNADOES",2001-04-10,99135,"Waupaca (County)",2.86,NA,1.02
1369,"WI","DR",2001,"FLOODING, SEVERE STORMS AND TORNADOES",2001-04-10,99137,"Waushara (County)",2.86,NA,1.02
1369,"WI","DR",2001,"FLOODING, SEVERE STORMS AND TORNADOES",2001-04-10,99141,"Wood (County)",2.86,NA,1.02
1369,"WI","DR",2001,"FLOODING, SEVERE STORMS AND TORNADOES",2001-04-10,99005,"Barron (County)",2.86,NA,1.02
1369,"WI","DR",2001,"FLOODING, SEVERE STORMS AND TORNADOES",2001-04-10,99007,"Bayfield (County)",2.86,NA,1.02
1369,"WI","DR",2001,"FLOODING, SEVERE STORMS AND TORNADOES",2001-04-10,99011,"Buffalo (County)",2.86,NA,1.02
1369,"WI","DR",2001,"FLOODING, SEVERE STORMS AND TORNADOES",2001-04-10,99013,"Burnett (County)",2.86,NA,1.02
1369,"WI","DR",2001,"FLOODING, SEVERE STORMS AND TORNADOES",2001-04-10,99015,"Calumet (County)",2.86,NA,1.02
1369,"WI","DR",2001,"FLOODING, SEVERE STORMS AND TORNADOES",2001-04-10,99023,"Crawford (County)",2.86,NA,1.02
1369,"WI","DR",2001,"FLOODING, SEVERE STORMS AND TORNADOES",2001-04-10,99031,"Douglas (County)",2.86,NA,1.02
1369,"WI","DR",2001,"FLOODING, SEVERE STORMS AND TORNADOES",2001-04-10,99043,"Grant (County)",2.86,NA,1.02
1369,"WI","DR",2001,"FLOODING, SEVERE STORMS AND TORNADOES",2001-04-10,99063,"La Crosse (County)",2.86,NA,1.02
1369,"WI","DR",2001,"FLOODING, SEVERE STORMS AND TORNADOES",2001-04-10,99087,"Outagamie (County)",2.86,NA,1.02
1369,"WI","DR",2001,"FLOODING, SEVERE STORMS AND TORNADOES",2001-04-10,99091,"Pepin (County)",2.86,NA,1.02
1369,"WI","DR",2001,"FLOODING, SEVERE STORMS AND TORNADOES",2001-04-10,99093,"Pierce (County)",2.86,NA,1.02
1369,"WI","DR",2001,"FLOODING, SEVERE STORMS AND TORNADOES",2001-04-10,99107,"Rusk (County)",2.86,NA,1.02
1369,"WI","DR",2001,"FLOODING, SEVERE STORMS AND TORNADOES",2001-04-10,99109,"St. Croix (County)",2.86,NA,1.02
1369,"WI","DR",2001,"FLOODING, SEVERE STORMS AND TORNADOES",2001-04-10,99121,"Trempealeau (County)",2.86,NA,1.02
1369,"WI","DR",2001,"FLOODING, SEVERE STORMS AND TORNADOES",2001-04-10,99123,"Vernon (County)",2.86,NA,1.02
1369,"WI","DR",2001,"FLOODING, SEVERE STORMS AND TORNADOES",2001-04-10,99129,"Washburn (County)",2.86,NA,1.02
1369,"WI","DR",2001,"FLOODING, SEVERE STORMS AND TORNADOES",2001-04-10,99139,"Winnebago (County)",2.86,NA,1.02
1368,"IL","DR",2001,"FLOODING",2001-04-18,99001,"Adams (County)",1.35,105.96,0.69
1368,"IL","DR",2001,"FLOODING",2001-04-18,99013,"Calhoun (County)",1.35,105.96,0.69
1368,"IL","DR",2001,"FLOODING",2001-04-18,99015,"Carroll (County)",1.35,105.96,0.69
1368,"IL","DR",2001,"FLOODING",2001-04-18,99067,"Hancock (County)",1.35,105.96,0.69
1368,"IL","DR",2001,"FLOODING",2001-04-18,99071,"Henderson (County)",1.35,105.96,0.69
1368,"IL","DR",2001,"FLOODING",2001-04-18,99085,"Jo Daviess (County)",1.35,105.96,0.69
1368,"IL","DR",2001,"FLOODING",2001-04-18,99131,"Mercer (County)",1.35,105.96,0.69
1368,"IL","DR",2001,"FLOODING",2001-04-18,99149,"Pike (County)",1.35,105.96,0.69
1368,"IL","DR",2001,"FLOODING",2001-04-18,99161,"Rock Island (County)",1.35,105.96,0.69
1368,"IL","DR",2001,"FLOODING",2001-04-18,99195,"Whiteside (County)",1.35,105.96,0.69
1328,"MO","DR",2000,"SEVERE THUNDERSTORMS AND FLASH FLOODING",2000-05-06,99055,"Crawford (County)",0.03,73.5,0.2
1328,"MO","DR",2000,"SEVERE THUNDERSTORMS AND FLASH FLOODING",2000-05-06,99183,"St. Charles (County)",0.03,73.5,0.2
1328,"MO","DR",2000,"SEVERE THUNDERSTORMS AND FLASH FLOODING",2000-05-06,99186,"Ste. Genevieve (County)",0.03,73.5,0.2
1328,"MO","DR",2000,"SEVERE THUNDERSTORMS AND FLASH FLOODING",2000-05-06,99187,"St. Francois (County)",0.03,73.5,0.2
1328,"MO","DR",2000,"SEVERE THUNDERSTORMS AND FLASH FLOODING",2000-05-06,99189,"St. Louis (County)",0.03,73.5,0.2
1328,"MO","DR",2000,"SEVERE THUNDERSTORMS AND FLASH FLOODING",2000-05-06,99219,"Warren (County)",0.03,73.5,0.2
1328,"MO","DR",2000,"SEVERE THUNDERSTORMS AND FLASH FLOODING",2000-05-06,99221,"Washington (County)",0.03,73.5,0.2
1328,"MO","DR",2000,"SEVERE THUNDERSTORMS AND FLASH FLOODING",2000-05-06,99071,"Franklin (County)",0.03,73.5,0.2
1328,"MO","DR",2000,"SEVERE THUNDERSTORMS AND FLASH FLOODING",2000-05-06,99073,"Gasconade (County)",0.03,73.5,0.2
1328,"MO","DR",2000,"SEVERE THUNDERSTORMS AND FLASH FLOODING",2000-05-06,99099,"Jefferson (County)",0.03,73.5,0.2
1319,"WV","DR",2000,"FLOODING, SEVERE STORMS, AND LANDSLIDES",2000-02-18,99075,"Pocahontas (County)",0.13,123.3,0.33
1319,"WV","DR",2000,"FLOODING, SEVERE STORMS, AND LANDSLIDES",2000-02-18,99001,"Barbour (County)",0.13,123.3,0.33
1319,"WV","DR",2000,"FLOODING, SEVERE STORMS, AND LANDSLIDES",2000-02-18,99007,"Braxton (County)",0.13,123.3,0.33
1319,"WV","DR",2000,"FLOODING, SEVERE STORMS, AND LANDSLIDES",2000-02-18,99011,"Cabell (County)",0.13,123.3,0.33
1319,"WV","DR",2000,"FLOODING, SEVERE STORMS, AND LANDSLIDES",2000-02-18,99013,"Calhoun (County)",0.13,123.3,0.33
1319,"WV","DR",2000,"FLOODING, SEVERE STORMS, AND LANDSLIDES",2000-02-18,99017,"Doddridge (County)",0.13,123.3,0.33
1319,"WV","DR",2000,"FLOODING, SEVERE STORMS, AND LANDSLIDES",2000-02-18,99021,"Gilmer (County)",0.13,123.3,0.33
1319,"WV","DR",2000,"FLOODING, SEVERE STORMS, AND LANDSLIDES",2000-02-18,99033,"Harrison (County)",0.13,123.3,0.33
1319,"WV","DR",2000,"FLOODING, SEVERE STORMS, AND LANDSLIDES",2000-02-18,99035,"Jackson (County)",0.13,123.3,0.33
1319,"WV","DR",2000,"FLOODING, SEVERE STORMS, AND LANDSLIDES",2000-02-18,99039,"Kanawha (County)",0.13,123.3,0.33
1319,"WV","DR",2000,"FLOODING, SEVERE STORMS, AND LANDSLIDES",2000-02-18,99041,"Lewis (County)",0.13,123.3,0.33
1319,"WV","DR",2000,"FLOODING, SEVERE STORMS, AND LANDSLIDES",2000-02-18,99043,"Lincoln (County)",0.13,123.3,0.33
1319,"WV","DR",2000,"FLOODING, SEVERE STORMS, AND LANDSLIDES",2000-02-18,99049,"Marion (County)",0.13,123.3,0.33
1319,"WV","DR",2000,"FLOODING, SEVERE STORMS, AND LANDSLIDES",2000-02-18,99053,"Mason (County)",0.13,123.3,0.33
1319,"WV","DR",2000,"FLOODING, SEVERE STORMS, AND LANDSLIDES",2000-02-18,99061,"Monongalia (County)",0.13,123.3,0.33
1319,"WV","DR",2000,"FLOODING, SEVERE STORMS, AND LANDSLIDES",2000-02-18,99077,"Preston (County)",0.13,123.3,0.33
1319,"WV","DR",2000,"FLOODING, SEVERE STORMS, AND LANDSLIDES",2000-02-18,99079,"Putnam (County)",0.13,123.3,0.33
1319,"WV","DR",2000,"FLOODING, SEVERE STORMS, AND LANDSLIDES",2000-02-18,99083,"Randolph (County)",0.13,123.3,0.33
1319,"WV","DR",2000,"FLOODING, SEVERE STORMS, AND LANDSLIDES",2000-02-18,99085,"Ritchie (County)",0.13,123.3,0.33
1319,"WV","DR",2000,"FLOODING, SEVERE STORMS, AND LANDSLIDES",2000-02-18,99087,"Roane (County)",0.13,123.3,0.33
1319,"WV","DR",2000,"FLOODING, SEVERE STORMS, AND LANDSLIDES",2000-02-18,99091,"Taylor (County)",0.13,123.3,0.33
1319,"WV","DR",2000,"FLOODING, SEVERE STORMS, AND LANDSLIDES",2000-02-18,99093,"Tucker (County)",0.13,123.3,0.33
1319,"WV","DR",2000,"FLOODING, SEVERE STORMS, AND LANDSLIDES",2000-02-18,99095,"Tyler (County)",0.13,123.3,0.33
1319,"WV","DR",2000,"FLOODING, SEVERE STORMS, AND LANDSLIDES",2000-02-18,99097,"Upshur (County)",0.13,123.3,0.33
1319,"WV","DR",2000,"FLOODING, SEVERE STORMS, AND LANDSLIDES",2000-02-18,99103,"Wetzel (County)",0.13,123.3,0.33
1319,"WV","DR",2000,"FLOODING, SEVERE STORMS, AND LANDSLIDES",2000-02-18,99105,"Wirt (County)",0.13,123.3,0.33
1298,"PA","DR",1999,"TROPICAL DEPRESSION DENNIS PA",1999-09-06,99043,"Dauphin (County)",0.03,71.1,0.53
1298,"PA","DR",1999,"TROPICAL DEPRESSION DENNIS PA",1999-09-06,99081,"Lycoming (County)",0.03,71.1,0.53
1298,"PA","DR",1999,"TROPICAL DEPRESSION DENNIS PA",1999-09-06,99097,"Northumberland (County)",0.03,71.1,0.53
1298,"PA","DR",1999,"TROPICAL DEPRESSION DENNIS PA",1999-09-06,99109,"Snyder (County)",0.03,71.1,0.53
1298,"PA","DR",1999,"TROPICAL DEPRESSION DENNIS PA",1999-09-06,99119,"Union (County)",0.03,71.1,0.53
1284,"WI","DR",1999,"WI-FLOOD-07/20/99",1999-07-04,99003,"Ashland (County)",0.89,104.91,1.41
1284,"WI","DR",1999,"WI-FLOOD-07/20/99",1999-07-04,99007,"Bayfield (County)",0.89,104.91,1.41
1284,"WI","DR",1999,"WI-FLOOD-07/20/99",1999-07-04,99031,"Douglas (County)",0.89,104.91,1.41
1284,"WI","DR",1999,"WI-FLOOD-07/20/99",1999-07-04,99037,"Florence (County)",0.89,104.91,1.41
1284,"WI","DR",1999,"WI-FLOOD-07/20/99",1999-07-04,99051,"Iron (County)",0.89,104.91,1.41
1284,"WI","DR",1999,"WI-FLOOD-07/20/99",1999-07-04,99085,"Oneida (County)",0.89,104.91,1.41
1284,"WI","DR",1999,"WI-FLOOD-07/20/99",1999-07-04,99099,"Price (County)",0.89,104.91,1.41
1284,"WI","DR",1999,"WI-FLOOD-07/20/99",1999-07-04,99107,"Rusk (County)",0.89,104.91,1.41
1284,"WI","DR",1999,"WI-FLOOD-07/20/99",1999-07-04,99113,"Sawyer (County)",0.89,104.91,1.41
1284,"WI","DR",1999,"WI-FLOOD-07/20/99",1999-07-04,99125,"Vilas (County)",0.89,104.91,1.41
1257,"TX","DR",1999,"TX-FLOODING 10/18/98",1998-10-17,99013,"Atascosa (County)",0.95,163.95,0.13
1257,"TX","DR",1999,"TX-FLOODING 10/18/98",1998-10-17,99031,"Blanco (County)",0.95,163.95,0.13
1257,"TX","DR",1999,"TX-FLOODING 10/18/98",1998-10-17,99039,"Brazoria (County)",0.95,163.95,0.13
1257,"TX","DR",1999,"TX-FLOODING 10/18/98",1998-10-17,99167,"Galveston (County)",0.95,163.95,0.13
1257,"TX","DR",1999,"TX-FLOODING 10/18/98",1998-10-17,99245,"Jefferson (County)",0.95,163.95,0.13
1257,"TX","DR",1999,"TX-FLOODING 10/18/98",1998-10-17,99325,"Medina (County)",0.95,163.95,0.13
1257,"TX","DR",1999,"TX-FLOODING 10/18/98",1998-10-17,99249,"Jim Wells (County)",0.95,163.95,0.13
1257,"TX","DR",1999,"TX-FLOODING 10/18/98",1998-10-17,99259,"Kendall (County)",0.95,163.95,0.13
1257,"TX","DR",1999,"TX-FLOODING 10/18/98",1998-10-17,99285,"Lavaca (County)",0.95,163.95,0.13
1257,"TX","DR",1999,"TX-FLOODING 10/18/98",1998-10-17,99291,"Liberty (County)",0.95,163.95,0.13
1257,"TX","DR",1999,"TX-FLOODING 10/18/98",1998-10-17,99321,"Matagorda (County)",0.95,163.95,0.13
1257,"TX","DR",1999,"TX-FLOODING 10/18/98",1998-10-17,99355,"Nueces (County)",0.95,163.95,0.13
1257,"TX","DR",1999,"TX-FLOODING 10/18/98",1998-10-17,99407,"San Jacinto (County)",0.95,163.95,0.13
1257,"TX","DR",1999,"TX-FLOODING 10/18/98",1998-10-17,99409,"San Patricio (County)",0.95,163.95,0.13
1257,"TX","DR",1999,"TX-FLOODING 10/18/98",1998-10-17,99015,"Austin (County)",0.95,163.95,0.13
1257,"TX","DR",1999,"TX-FLOODING 10/18/98",1998-10-17,99021,"Bastrop (County)",0.95,163.95,0.13
1257,"TX","DR",1999,"TX-FLOODING 10/18/98",1998-10-17,99029,"Bexar (County)",0.95,163.95,0.13
1257,"TX","DR",1999,"TX-FLOODING 10/18/98",1998-10-17,99051,"Burleson (County)",0.95,163.95,0.13
1257,"TX","DR",1999,"TX-FLOODING 10/18/98",1998-10-17,99055,"Caldwell (County)",0.95,163.95,0.13
1257,"TX","DR",1999,"TX-FLOODING 10/18/98",1998-10-17,99057,"Calhoun (County)",0.95,163.95,0.13
1257,"TX","DR",1999,"TX-FLOODING 10/18/98",1998-10-17,99089,"Colorado (County)",0.95,163.95,0.13
1257,"TX","DR",1999,"TX-FLOODING 10/18/98",1998-10-17,99091,"Comal (County)",0.95,163.95,0.13
1257,"TX","DR",1999,"TX-FLOODING 10/18/98",1998-10-17,99123,"DeWitt (County)",0.95,163.95,0.13
1257,"TX","DR",1999,"TX-FLOODING 10/18/98",1998-10-17,99149,"Fayette (County)",0.95,163.95,0.13
1257,"TX","DR",1999,"TX-FLOODING 10/18/98",1998-10-17,99157,"Fort Bend (County)",0.95,163.95,0.13
1257,"TX","DR",1999,"TX-FLOODING 10/18/98",1998-10-17,99175,"Goliad (County)",0.95,163.95,0.13
1257,"TX","DR",1999,"TX-FLOODING 10/18/98",1998-10-17,99177,"Gonzales (County)",0.95,163.95,0.13
1257,"TX","DR",1999,"TX-FLOODING 10/18/98",1998-10-17,99185,"Grimes (County)",0.95,163.95,0.13
1257,"TX","DR",1999,"TX-FLOODING 10/18/98",1998-10-17,99187,"Guadalupe (County)",0.95,163.95,0.13
1257,"TX","DR",1999,"TX-FLOODING 10/18/98",1998-10-17,99201,"Harris (County)",0.95,163.95,0.13
1257,"TX","DR",1999,"TX-FLOODING 10/18/98",1998-10-17,99209,"Hays (County)",0.95,163.95,0.13
1257,"TX","DR",1999,"TX-FLOODING 10/18/98",1998-10-17,99239,"Jackson (County)",0.95,163.95,0.13
1257,"TX","DR",1999,"TX-FLOODING 10/18/98",1998-10-17,99255,"Karnes (County)",0.95,163.95,0.13
1257,"TX","DR",1999,"TX-FLOODING 10/18/98",1998-10-17,99339,"Montgomery (County)",0.95,163.95,0.13
1257,"TX","DR",1999,"TX-FLOODING 10/18/98",1998-10-17,99373,"Polk (County)",0.95,163.95,0.13
1257,"TX","DR",1999,"TX-FLOODING 10/18/98",1998-10-17,99391,"Refugio (County)",0.95,163.95,0.13
1257,"TX","DR",1999,"TX-FLOODING 10/18/98",1998-10-17,99453,"Travis (County)",0.95,163.95,0.13
1257,"TX","DR",1999,"TX-FLOODING 10/18/98",1998-10-17,99455,"Trinity (County)",0.95,163.95,0.13
1257,"TX","DR",1999,"TX-FLOODING 10/18/98",1998-10-17,99469,"Victoria (County)",0.95,163.95,0.13
1257,"TX","DR",1999,"TX-FLOODING 10/18/98",1998-10-17,99471,"Walker (County)",0.95,163.95,0.13
1257,"TX","DR",1999,"TX-FLOODING 10/18/98",1998-10-17,99473,"Waller (County)",0.95,163.95,0.13
1257,"TX","DR",1999,"TX-FLOODING 10/18/98",1998-10-17,99481,"Wharton (County)",0.95,163.95,0.13
1257,"TX","DR",1999,"TX-FLOODING 10/18/98",1998-10-17,99493,"Wilson (County)",0.95,163.95,0.13
1230,"IA","DR",1998,"SEVERE STORMS, TORNADOES AND FLOODING",1998-06-13,99001,"Adair (County)",1.05,102.24,0.62
1230,"IA","DR",1998,"SEVERE STORMS, TORNADOES AND FLOODING",1998-06-13,99007,"Appanoose (County)",1.05,102.24,0.62
1230,"IA","DR",1998,"SEVERE STORMS, TORNADOES AND FLOODING",1998-06-13,99011,"Benton (County)",1.05,102.24,0.62
1230,"IA","DR",1998,"SEVERE STORMS, TORNADOES AND FLOODING",1998-06-13,99013,"Black Hawk (County)",1.05,102.24,0.62
1230,"IA","DR",1998,"SEVERE STORMS, TORNADOES AND FLOODING",1998-06-13,99015,"Boone (County)",1.05,102.24,0.62
1230,"IA","DR",1998,"SEVERE STORMS, TORNADOES AND FLOODING",1998-06-13,99019,"Buchanan (County)",1.05,102.24,0.62
1230,"IA","DR",1998,"SEVERE STORMS, TORNADOES AND FLOODING",1998-06-13,99021,"Buena Vista (County)",1.05,102.24,0.62
1230,"IA","DR",1998,"SEVERE STORMS, TORNADOES AND FLOODING",1998-06-13,99023,"Butler (County)",1.05,102.24,0.62
1230,"IA","DR",1998,"SEVERE STORMS, TORNADOES AND FLOODING",1998-06-13,99025,"Calhoun (County)",1.05,102.24,0.62
1230,"IA","DR",1998,"SEVERE STORMS, TORNADOES AND FLOODING",1998-06-13,11080,"Carroll",1.05,102.24,0.62
1230,"IA","DR",1998,"SEVERE STORMS, TORNADOES AND FLOODING",1998-06-13,99027,"Carroll (County)",1.05,102.24,0.62
1230,"IA","DR",1998,"SEVERE STORMS, TORNADOES AND FLOODING",1998-06-13,99031,"Cedar (County)",1.05,102.24,0.62
1230,"IA","DR",1998,"SEVERE STORMS, TORNADOES AND FLOODING",1998-06-13,99033,"Cerro Gordo (County)",1.05,102.24,0.62
1230,"IA","DR",1998,"SEVERE STORMS, TORNADOES AND FLOODING",1998-06-13,99039,"Clarke (County)",1.05,102.24,0.62
1230,"IA","DR",1998,"SEVERE STORMS, TORNADOES AND FLOODING",1998-06-13,14430,"Clinton",1.05,102.24,0.62
1230,"IA","DR",1998,"SEVERE STORMS, TORNADOES AND FLOODING",1998-06-13,99045,"Clinton (County)",1.05,102.24,0.62
1230,"IA","DR",1998,"SEVERE STORMS, TORNADOES AND FLOODING",1998-06-13,99047,"Crawford (County)",1.05,102.24,0.62
1230,"IA","DR",1998,"SEVERE STORMS, TORNADOES AND FLOODING",1998-06-13,99051,"Davis (County)",1.05,102.24,0.62
1230,"IA","DR",1998,"SEVERE STORMS, TORNADOES AND FLOODING",1998-06-13,99053,"Decatur (County)",1.05,102.24,0.62
1230,"IA","DR",1998,"SEVERE STORMS, TORNADOES AND FLOODING",1998-06-13,99055,"Delaware (County)",1.05,102.24,0.62
1230,"IA","DR",1998,"SEVERE STORMS, TORNADOES AND FLOODING",1998-06-13,99057,"Des Moines (County)",1.05,102.24,0.62
1230,"IA","DR",1998,"SEVERE STORMS, TORNADOES AND FLOODING",1998-06-13,99059,"Dickinson (County)",1.05,102.24,0.62
1230,"IA","DR",1998,"SEVERE STORMS, TORNADOES AND FLOODING",1998-06-13,99063,"Emmet (County)",1.05,102.24,0.62
1230,"IA","DR",1998,"SEVERE STORMS, TORNADOES AND FLOODING",1998-06-13,99065,"Fayette (County)",1.05,102.24,0.62
1230,"IA","DR",1998,"SEVERE STORMS, TORNADOES AND FLOODING",1998-06-13,99069,"Franklin (County)",1.05,102.24,0.62
1230,"IA","DR",1998,"SEVERE STORMS, TORNADOES AND FLOODING",1998-06-13,99073,"Greene (County)",1.05,102.24,0.62
1230,"IA","DR",1998,"SEVERE STORMS, TORNADOES AND FLOODING",1998-06-13,99075,"Grundy (County)",1.05,102.24,0.62
1230,"IA","DR",1998,"SEVERE STORMS, TORNADOES AND FLOODING",1998-06-13,99079,"Hamilton (County)",1.05,102.24,0.62
1230,"IA","DR",1998,"SEVERE STORMS, TORNADOES AND FLOODING",1998-06-13,99081,"Hancock (County)",1.05,102.24,0.62
1230,"IA","DR",1998,"SEVERE STORMS, TORNADOES AND FLOODING",1998-06-13,99087,"Henry (County)",1.05,102.24,0.62
