"disasterNumber","state","declarationType","fyDeclared","declarationTitle","incidentBeginDate","placeCode","designatedArea","durationInMonths","declarationInMonths","waitingTime"
1095,"NY","DR",1996,"SEVERE STORMS AND FLOODING",1996-01-19,99109,"Tompkins (County)",0.36,177.02,0.16
1095,"NY","DR",1996,"SEVERE STORMS AND FLOODING",1996-01-19,99111,"Ulster (County)",0.36,177.02,0.16
1094,"MD","DR",1996,"SEVERE STORMS AND FLOODING",1996-01-19,99013,"Carroll (County)",0.39,115.06,0.13
1094,"MD","DR",1996,"SEVERE STORMS AND FLOODING",1996-01-19,99001,"Allegany (County)",0.39,115.06,0.13
1094,"MD","DR",1996,"SEVERE STORMS AND FLOODING",1996-01-19,99015,"Cecil (County)",0.39,115.06,0.13
1094,"MD","DR",1996,"SEVERE STORMS AND FLOODING",1996-01-19,99021,"Frederick (County)",0.39,115.06,0.13
1094,"MD","DR",1996,"SEVERE STORMS AND FLOODING",1996-01-19,99023,"Garrett (County)",0.39,115.06,0.13
1094,"MD","DR",1996,"SEVERE STORMS AND FLOODING",1996-01-19,99043,"Washington (County)",0.39,115.06,0.13
1093,"PA","DR",1996,"SEVERE STORMS AND FLOODING",1996-01-19,99011,"Berks (County)",0.43,171.04,0.07
1093,"PA","DR",1996,"SEVERE STORMS AND FLOODING",1996-01-19,99019,"Butler (County)",0.43,171.04,0.07
1093,"PA","DR",1996,"SEVERE STORMS AND FLOODING",1996-01-19,99029,"Chester (County)",0.43,171.04,0.07
1093,"PA","DR",1996,"SEVERE STORMS AND FLOODING",1996-01-19,99031,"Clarion (County)",0.43,171.04,0.07
1093,"PA","DR",1996,"SEVERE STORMS AND FLOODING",1996-01-19,99039,"Crawford (County)",0.43,171.04,0.07
1093,"PA","DR",1996,"SEVERE STORMS AND FLOODING",1996-01-19,99045,"Delaware (County)",0.43,171.04,0.07
1093,"PA","DR",1996,"SEVERE STORMS AND FLOODING",1996-01-19,99049,"Erie (County)",0.43,171.04,0.07
1093,"PA","DR",1996,"SEVERE STORMS AND FLOODING",1996-01-19,99055,"Franklin (County)",0.43,171.04,0.07
1093,"PA","DR",1996,"SEVERE STORMS AND FLOODING",1996-01-19,99073,"Lawrence (County)",0.43,171.04,0.07
1093,"PA","DR",1996,"SEVERE STORMS AND FLOODING",1996-01-19,99075,"Lebanon (County)",0.43,171.04,0.07
1093,"PA","DR",1996,"SEVERE STORMS AND FLOODING",1996-01-19,99085,"Mercer (County)",0.43,171.04,0.07
1093,"PA","DR",1996,"SEVERE STORMS AND FLOODING",1996-01-19,99091,"Montgomery (County)",0.43,171.04,0.07
1093,"PA","DR",1996,"SEVERE STORMS AND FLOODING",1996-01-19,99101,"Philadelphia (County)",0.43,171.04,0.07
1093,"PA","DR",1996,"SEVERE STORMS AND FLOODING",1996-01-19,99121,"Venango (County)",0.43,171.04,0.07
1093,"PA","DR",1996,"SEVERE STORMS AND FLOODING",1996-01-19,99001,"Adams (County)",0.43,171.04,0.07
1093,"PA","DR",1996,"SEVERE STORMS AND FLOODING",1996-01-19,99003,"Allegheny (County)",0.43,171.04,0.07
1093,"PA","DR",1996,"SEVERE STORMS AND FLOODING",1996-01-19,99005,"Armstrong (County)",0.43,171.04,0.07
1093,"PA","DR",1996,"SEVERE STORMS AND FLOODING",1996-01-19,99007,"Beaver (County)",0.43,171.04,0.07
1093,"PA","DR",1996,"SEVERE STORMS AND FLOODING",1996-01-19,99009,"Bedford (County)",0.43,171.04,0.07
1093,"PA","DR",1996,"SEVERE STORMS AND FLOODING",1996-01-19,99013,"Blair (County)",0.43,171.04,0.07
1093,"PA","DR",1996,"SEVERE STORMS AND FLOODING",1996-01-19,99015,"Bradford (County)",0.43,171.04,0.07
1093,"PA","DR",1996,"SEVERE STORMS AND FLOODING",1996-01-19,99017,"Bucks (County)",0.43,171.04,0.07
1093,"PA","DR",1996,"SEVERE STORMS AND FLOODING",1996-01-19,99021,"Cambria (County)",0.43,171.04,0.07
1093,"PA","DR",1996,"SEVERE STORMS AND FLOODING",1996-01-19,99023,"Cameron (County)",0.43,171.04,0.07
1093,"PA","DR",1996,"SEVERE STORMS AND FLOODING",1996-01-19,99025,"Carbon (County)",0.43,171.04,0.07
1093,"PA","DR",1996,"SEVERE STORMS AND FLOODING",1996-01-19,99027,"Centre (County)",0.43,171.04,0.07
1093,"PA","DR",1996,"SEVERE STORMS AND FLOODING",1996-01-19,99033,"Clearfield (County)",0.43,171.04,0.07
1093,"PA","DR",1996,"SEVERE STORMS AND FLOODING",1996-01-19,99035,"Clinton (County)",0.43,171.04,0.07
1093,"PA","DR",1996,"SEVERE STORMS AND FLOODING",1996-01-19,99037,"Columbia (County)",0.43,171.04,0.07
1093,"PA","DR",1996,"SEVERE STORMS AND FLOODING",1996-01-19,99041,"Cumberland (County)",0.43,171.04,0.07
1093,"PA","DR",1996,"SEVERE STORMS AND FLOODING",1996-01-19,99043,"Dauphin (County)",0.43,171.04,0.07
1093,"PA","DR",1996,"SEVERE STORMS AND FLOODING",1996-01-19,99047,"Elk (County)",0.43,171.04,0.07
1093,"PA","DR",1996,"SEVERE STORMS AND FLOODING",1996-01-19,99051,"Fayette (County)",0.43,171.04,0.07
1093,"PA","DR",1996,"SEVERE STORMS AND FLOODING",1996-01-19,99053,"Forest (County)",0.43,171.04,0.07
1093,"PA","DR",1996,"SEVERE STORMS AND FLOODING",1996-01-19,99057,"Fulton (County)",0.43,171.04,0.07
1093,"PA","DR",1996,"SEVERE STORMS AND FLOODING",1996-01-19,99059,"Greene (County)",0.43,171.04,0.07
1093,"PA","DR",1996,"SEVERE STORMS AND FLOODING",1996-01-19,99061,"Huntingdon (County)",0.43,171.04,0.07
1093,"PA","DR",1996,"SEVERE STORMS AND FLOODING",1996-01-19,99063,"Indiana (County)",0.43,171.04,0.07
1093,"PA","DR",1996,"SEVERE STORMS AND FLOODING",1996-01-19,99065,"Jefferson (County)",0.43,171.04,0.07
1093,"PA","DR",1996,"SEVERE STORMS AND FLOODING",1996-01-19,99067,"Juniata (County)",0.43,171.04,0.07
1093,"PA","DR",1996,"SEVERE STORMS AND FLOODING",1996-01-19,99069,"Lackawanna (County)",0.43,171.04,0.07
1093,"PA","DR",1996,"SEVERE STORMS AND FLOODING",1996-01-19,99071,"Lancaster (County)",0.43,171.04,0.07
1093,"PA","DR",1996,"SEVERE STORMS AND FLOODING",1996-01-19,99077,"Lehigh (County)",0.43,171.04,0.07
1093,"PA","DR",1996,"SEVERE STORMS AND FLOODING",1996-01-19,99079,"Luzerne (County)",0.43,171.04,0.07
1093,"PA","DR",1996,"SEVERE STORMS AND FLOODING",1996-01-19,99081,"Lycoming (County)",0.43,171.04,0.07
1093,"PA","DR",1996,"SEVERE STORMS AND FLOODING",1996-01-19,99083,"McKean (County)",0.43,171.04,0.07
1093,"PA","DR",1996,"SEVERE STORMS AND FLOODING",1996-01-19,99087,"Mifflin (County)",0.43,171.04,0.07
1093,"PA","DR",1996,"SEVERE STORMS AND FLOODING",1996-01-19,99089,"Monroe (County)",0.43,171.04,0.07
1093,"PA","DR",1996,"SEVERE STORMS AND FLOODING",1996-01-19,99093,"Montour (County)",0.43,171.04,0.07
1093,"PA","DR",1996,"SEVERE STORMS AND FLOODING",1996-01-19,99095,"Northampton (County)",0.43,171.04,0.07
1093,"PA","DR",1996,"SEVERE STORMS AND FLOODING",1996-01-19,99097,"Northumberland (County)",0.43,171.04,0.07
1093,"PA","DR",1996,"SEVERE STORMS AND FLOODING",1996-01-19,99099,"Perry (County)",0.43,171.04,0.07
1093,"PA","DR",1996,"SEVERE STORMS AND FLOODING",1996-01-19,99103,"Pike (County)",0.43,171.04,0.07
1093,"PA","DR",1996,"SEVERE STORMS AND FLOODING",1996-01-19,99105,"Potter (County)",0.43,171.04,0.07
1093,"PA","DR",1996,"SEVERE STORMS AND FLOODING",1996-01-19,99107,"Schuylkill (County)",0.43,171.04,0.07
1093,"PA","DR",1996,"SEVERE STORMS AND FLOODING",1996-01-19,99109,"Snyder (County)",0.43,171.04,0.07
1093,"PA","DR",1996,"SEVERE STORMS AND FLOODING",1996-01-19,99111,"Somerset (County)",0.43,171.04,0.07
1093,"PA","DR",1996,"SEVERE STORMS AND FLOODING",1996-01-19,99113,"Sullivan (County)",0.43,171.04,0.07
1093,"PA","DR",1996,"SEVERE STORMS AND FLOODING",1996-01-19,99115,"Susquehanna (County)",0.43,171.04,0.07
1093,"PA","DR",1996,"SEVERE STORMS AND FLOODING",1996-01-19,99117,"Tioga (County)",0.43,171.04,0.07
1093,"PA","DR",1996,"SEVERE STORMS AND FLOODING",1996-01-19,99119,"Union (County)",0.43,171.04,0.07
1093,"PA","DR",1996,"SEVERE STORMS AND FLOODING",1996-01-19,99123,"Warren (County)",0.43,171.04,0.07
1093,"PA","DR",1996,"SEVERE STORMS AND FLOODING",1996-01-19,99125,"Washington (County)",0.43,171.04,0.07
1093,"PA","DR",1996,"SEVERE STORMS AND FLOODING",1996-01-19,99127,"Wayne (County)",0.43,171.04,0.07
1093,"PA","DR",1996,"SEVERE STORMS AND FLOODING",1996-01-19,99129,"Westmoreland (County)",0.43,171.04,0.07
1093,"PA","DR",1996,"SEVERE STORMS AND FLOODING",1996-01-19,99131,"Wyoming (County)",0.43,171.04,0.07
1093,"PA","DR",1996,"SEVERE STORMS AND FLOODING",1996-01-19,99133,"York (County)",0.43,171.04,0.07
1077,"NH","DR",1996,"EXCESSIVE RAINFALL, HIGH WINDS, AND FLOODING",1995-10-20,99003,"Carroll (County)",0.85,104.84,2.46
1077,"NH","DR",1996,"EXCESSIVE RAINFALL, HIGH WINDS, AND FLOODING",1995-10-20,99005,"Cheshire (County)",0.85,104.84,2.46
1077,"NH","DR",1996,"EXCESSIVE RAINFALL, HIGH WINDS, AND FLOODING",1995-10-20,99007,"Coos (County)",0.85,104.84,2.46
1077,"NH","DR",1996,"EXCESSIVE RAINFALL, HIGH WINDS, AND FLOODING",1995-10-20,99009,"Grafton (County)",0.85,104.84,2.46
1077,"NH","DR",1996,"EXCESSIVE RAINFALL, HIGH WINDS, AND FLOODING",1995-10-20,99013,"Merrimack (County)",0.85,104.84,2.46
1077,"NH","DR",1996,"EXCESSIVE RAINFALL, HIGH WINDS, AND FLOODING",1995-10-20,99019,"Sullivan (County)",0.85,104.84,2.46
1074,"FL","DR",1996,"SEVERE FLOODING",1995-10-13,99111,"St. Lucie (County)",1.25,109.83,0.46
1074,"FL","DR",1996,"SEVERE FLOODING",1995-10-13,99085,"Martin (County)",1.25,109.83,0.46
1074,"FL","DR",1996,"SEVERE FLOODING",1995-10-13,99099,"Palm Beach (County)",1.25,109.83,0.46
1073,"NC","DR",1996,"SEVERE STORMS, FLOODING, HIGH WINDS",1995-10-04,99009,"Ashe (County)",0.07,95.02,0.62
1073,"NC","DR",1996,"SEVERE STORMS, FLOODING, HIGH WINDS",1995-10-04,99011,"Avery (County)",0.07,95.02,0.62
1073,"NC","DR",1996,"SEVERE STORMS, FLOODING, HIGH WINDS",1995-10-04,99039,"Cherokee (County)",0.07,95.02,0.62
1073,"NC","DR",1996,"SEVERE STORMS, FLOODING, HIGH WINDS",1995-10-04,99043,"Clay (County)",0.07,95.02,0.62
1073,"NC","DR",1996,"SEVERE STORMS, FLOODING, HIGH WINDS",1995-10-04,99075,"Graham (County)",0.07,95.02,0.62
1073,"NC","DR",1996,"SEVERE STORMS, FLOODING, HIGH WINDS",1995-10-04,99087,"Haywood (County)",0.07,95.02,0.62
1073,"NC","DR",1996,"SEVERE STORMS, FLOODING, HIGH WINDS",1995-10-04,99099,"Jackson (County)",0.07,95.02,0.62
1073,"NC","DR",1996,"SEVERE STORMS, FLOODING, HIGH WINDS",1995-10-04,99113,"Macon (County)",0.07,95.02,0.62
1073,"NC","DR",1996,"SEVERE STORMS, FLOODING, HIGH WINDS",1995-10-04,99115,"Madison (County)",0.07,95.02,0.62
1073,"NC","DR",1996,"SEVERE STORMS, FLOODING, HIGH WINDS",1995-10-04,99121,"Mitchell (County)",0.07,95.02,0.62
1073,"NC","DR",1996,"SEVERE STORMS, FLOODING, HIGH WINDS",1995-10-04,99173,"Swain (County)",0.07,95.02,0.62
1073,"NC","DR",1996,"SEVERE STORMS, FLOODING, HIGH WINDS",1995-10-04,99175,"Transylvania (County)",0.07,95.02,0.62
1073,"NC","DR",1996,"SEVERE STORMS, FLOODING, HIGH WINDS",1995-10-04,99189,"Watauga (County)",0.07,95.02,0.62
1073,"NC","DR",1996,"SEVERE STORMS, FLOODING, HIGH WINDS",1995-10-04,99193,"Wilkes (County)",0.07,95.02,0.62
1073,"NC","DR",1996,"SEVERE STORMS, FLOODING, HIGH WINDS",1995-10-04,99199,"Yancey (County)",0.07,95.02,0.62
1072,"AK","DR",1996,"FLOODING",1995-09-18,99020,"Anchorage (Borough)",0.72,124.88,0.82
1072,"AK","DR",1996,"FLOODING",1995-09-18,99122,"Kenai Peninsula (Borough)",0.72,124.88,0.82
1072,"AK","DR",1996,"FLOODING",1995-09-18,99150,"Kodiak Island (Borough)",0.72,124.88,0.82
1072,"AK","DR",1996,"FLOODING",1995-09-18,99170,"Matanuska-Susitna (Borough)",0.72,124.88,0.82
1061,"OR","DR",1995,"FLOODING",1995-07-08,99065,"Wasco (County)",0.03,61.18,0.85
1052,"SD","DR",1995,"FLOODING",1995-03-01,99083,"Lincoln (County)",3.65,129.42,2.83
1052,"SD","DR",1995,"FLOODING",1995-03-01,99003,"Aurora (County)",3.65,129.42,2.83
1052,"SD","DR",1995,"FLOODING",1995-03-01,99005,"Beadle (County)",3.65,129.42,2.83
1052,"SD","DR",1995,"FLOODING",1995-03-01,99009,"Bon Homme (County)",3.65,129.42,2.83
1052,"SD","DR",1995,"FLOODING",1995-03-01,99011,"Brookings (County)",3.65,129.42,2.83
1052,"SD","DR",1995,"FLOODING",1995-03-01,99013,"Brown (County)",3.65,129.42,2.83
1052,"SD","DR",1995,"FLOODING",1995-03-01,99015,"Brule (County)",3.65,129.42,2.83
1052,"SD","DR",1995,"FLOODING",1995-03-01,99017,"Buffalo (County)",3.65,129.42,2.83
1052,"SD","DR",1995,"FLOODING",1995-03-01,99019,"Butte (County)",3.65,129.42,2.83
1052,"SD","DR",1995,"FLOODING",1995-03-01,99021,"Campbell (County)",3.65,129.42,2.83
1052,"SD","DR",1995,"FLOODING",1995-03-01,99023,"Charles Mix (County)",3.65,129.42,2.83
1052,"SD","DR",1995,"FLOODING",1995-03-01,99025,"Clark (County)",3.65,129.42,2.83
1052,"SD","DR",1995,"FLOODING",1995-03-01,99027,"Clay (County)",3.65,129.42,2.83
1052,"SD","DR",1995,"FLOODING",1995-03-01,99029,"Codington (County)",3.65,129.42,2.83
1052,"SD","DR",1995,"FLOODING",1995-03-01,99033,"Custer (County)",3.65,129.42,2.83
1052,"SD","DR",1995,"FLOODING",1995-03-01,99035,"Davison (County)",3.65,129.42,2.83
1052,"SD","DR",1995,"FLOODING",1995-03-01,99037,"Day (County)",3.65,129.42,2.83
1052,"SD","DR",1995,"FLOODING",1995-03-01,99039,"Deuel (County)",3.65,129.42,2.83
1052,"SD","DR",1995,"FLOODING",1995-03-01,99043,"Douglas (County)",3.65,129.42,2.83
1052,"SD","DR",1995,"FLOODING",1995-03-01,99045,"Edmunds (County)",3.65,129.42,2.83
1052,"SD","DR",1995,"FLOODING",1995-03-01,99049,"Faulk (County)",3.65,129.42,2.83
1052,"SD","DR",1995,"FLOODING",1995-03-01,99051,"Grant (County)",3.65,129.42,2.83
1052,"SD","DR",1995,"FLOODING",1995-03-01,99053,"Gregory (County)",3.65,129.42,2.83
1052,"SD","DR",1995,"FLOODING",1995-03-01,99055,"Haakon (County)",3.65,129.42,2.83
1052,"SD","DR",1995,"FLOODING",1995-03-01,99057,"Hamlin (County)",3.65,129.42,2.83
1052,"SD","DR",1995,"FLOODING",1995-03-01,99059,"Hand (County)",3.65,129.42,2.83
1052,"SD","DR",1995,"FLOODING",1995-03-01,99061,"Hanson (County)",3.65,129.42,2.83
1052,"SD","DR",1995,"FLOODING",1995-03-01,99065,"Hughes (County)",3.65,129.42,2.83
1052,"SD","DR",1995,"FLOODING",1995-03-01,99067,"Hutchinson (County)",3.65,129.42,2.83
1052,"SD","DR",1995,"FLOODING",1995-03-01,99069,"Hyde (County)",3.65,129.42,2.83
1052,"SD","DR",1995,"FLOODING",1995-03-01,99073,"Jerauld (County)",3.65,129.42,2.83
1052,"SD","DR",1995,"FLOODING",1995-03-01,99075,"Jones (County)",3.65,129.42,2.83
1052,"SD","DR",1995,"FLOODING",1995-03-01,99077,"Kingsbury (County)",3.65,129.42,2.83
1052,"SD","DR",1995,"FLOODING",1995-03-01,99079,"Lake (County)",3.65,129.42,2.83
1052,"SD","DR",1995,"FLOODING",1995-03-01,99081,"Lawrence (County)",3.65,129.42,2.83
1052,"SD","DR",1995,"FLOODING",1995-03-01,99085,"Lyman (County)",3.65,129.42,2.83
1052,"SD","DR",1995,"FLOODING",1995-03-01,99087,"McCook (County)",3.65,129.42,2.83
1052,"SD","DR",1995,"FLOODING",1995-03-01,99089,"McPherson (County)",3.65,129.42,2.83
1052,"SD","DR",1995,"FLOODING",1995-03-01,99091,"Marshall (County)",3.65,129.42,2.83
1052,"SD","DR",1995,"FLOODING",1995-03-01,99093,"Meade (County)",3.65,129.42,2.83
1052,"SD","DR",1995,"FLOODING",1995-03-01,99097,"Miner (County)",3.65,129.42,2.83
1052,"SD","DR",1995,"FLOODING",1995-03-01,99101,"Moody (County)",3.65,129.42,2.83
1052,"SD","DR",1995,"FLOODING",1995-03-01,99103,"Pennington (County)",3.65,129.42,2.83
1052,"SD","DR",1995,"FLOODING",1995-03-01,99107,"Potter (County)",3.65,129.42,2.83
1052,"SD","DR",1995,"FLOODING",1995-03-01,99109,"Roberts (County)",3.65,129.42,2.83
1052,"SD","DR",1995,"FLOODING",1995-03-01,99111,"Sanborn (County)",3.65,129.42,2.83
1052,"SD","DR",1995,"FLOODING",1995-03-01,99115,"Spink (County)",3.65,129.42,2.83
1052,"SD","DR",1995,"FLOODING",1995-03-01,99117,"Stanley (County)",3.65,129.42,2.83
1052,"SD","DR",1995,"FLOODING",1995-03-01,99119,"Sully (County)",3.65,129.42,2.83
1052,"SD","DR",1995,"FLOODING",1995-03-01,99123,"Tripp (County)",3.65,129.42,2.83
1052,"SD","DR",1995,"FLOODING",1995-03-01,99125,"Turner (County)",3.65,129.42,2.83
1052,"SD","DR",1995,"FLOODING",1995-03-01,99129,"Walworth (County)",3.65,129.42,2.83
1052,"SD","DR",1995,"FLOODING",1995-03-01,99135,"Yankton (County)",3.65,129.42,2.83
1041,"TX","DR",1995,"SEVERE THUNDERSTORMS AND FLOODING",1994-10-14,99005,"Angelina (County)",0.82,130.24,0.13
1041,"TX","DR",1995,"SEVERE THUNDERSTORMS AND FLOODING",1994-10-14,99021,"Bastrop (County)",0.82,130.24,0.13
1041,"TX","DR",1995,"SEVERE THUNDERSTORMS AND FLOODING",1994-10-14,99039,"Brazoria (County)",0.82,130.24,0.13
1041,"TX","DR",1995,"SEVERE THUNDERSTORMS AND FLOODING",1994-10-14,99041,"Brazos (County)",0.82,130.24,0.13
1041,"TX","DR",1995,"SEVERE THUNDERSTORMS AND FLOODING",1994-10-14,99071,"Chambers (County)",0.82,130.24,0.13
1041,"TX","DR",1995,"SEVERE THUNDERSTORMS AND FLOODING",1994-10-14,99089,"Colorado (County)",0.82,130.24,0.13
1041,"TX","DR",1995,"SEVERE THUNDERSTORMS AND FLOODING",1994-10-14,99157,"Fort Bend (County)",0.82,130.24,0.13
1041,"TX","DR",1995,"SEVERE THUNDERSTORMS AND FLOODING",1994-10-14,99167,"Galveston (County)",0.82,130.24,0.13
1041,"TX","DR",1995,"SEVERE THUNDERSTORMS AND FLOODING",1994-10-14,99225,"Houston (County)",0.82,130.24,0.13
1041,"TX","DR",1995,"SEVERE THUNDERSTORMS AND FLOODING",1994-10-14,99313,"Madison (County)",0.82,130.24,0.13
1041,"TX","DR",1995,"SEVERE THUNDERSTORMS AND FLOODING",1994-10-14,99361,"Orange (County)",0.82,130.24,0.13
1041,"TX","DR",1995,"SEVERE THUNDERSTORMS AND FLOODING",1994-10-14,99469,"Victoria (County)",0.82,130.24,0.13
1041,"TX","DR",1995,"SEVERE THUNDERSTORMS AND FLOODING",1994-10-14,99015,"Austin (County)",0.82,130.24,0.13
1041,"TX","DR",1995,"SEVERE THUNDERSTORMS AND FLOODING",1994-10-14,99051,"Burleson (County)",0.82,130.24,0.13
1041,"TX","DR",1995,"SEVERE THUNDERSTORMS AND FLOODING",1994-10-14,99123,"DeWitt (County)",0.82,130.24,0.13
1041,"TX","DR",1995,"SEVERE THUNDERSTORMS AND FLOODING",1994-10-14,99149,"Fayette (County)",0.82,130.24,0.13
1041,"TX","DR",1995,"SEVERE THUNDERSTORMS AND FLOODING",1994-10-14,99185,"Grimes (County)",0.82,130.24,0.13
1041,"TX","DR",1995,"SEVERE THUNDERSTORMS AND FLOODING",1994-10-14,99199,"Hardin (County)",0.82,130.24,0.13
1041,"TX","DR",1995,"SEVERE THUNDERSTORMS AND FLOODING",1994-10-14,99201,"Harris (County)",0.82,130.24,0.13
1041,"TX","DR",1995,"SEVERE THUNDERSTORMS AND FLOODING",1994-10-14,99239,"Jackson (County)",0.82,130.24,0.13
1041,"TX","DR",1995,"SEVERE THUNDERSTORMS AND FLOODING",1994-10-14,99241,"Jasper (County)",0.82,130.24,0.13
1041,"TX","DR",1995,"SEVERE THUNDERSTORMS AND FLOODING",1994-10-14,99245,"Jefferson (County)",0.82,130.24,0.13
1041,"TX","DR",1995,"SEVERE THUNDERSTORMS AND FLOODING",1994-10-14,99285,"Lavaca (County)",0.82,130.24,0.13
1041,"TX","DR",1995,"SEVERE THUNDERSTORMS AND FLOODING",1994-10-14,99287,"Lee (County)",0.82,130.24,0.13
1041,"TX","DR",1995,"SEVERE THUNDERSTORMS AND FLOODING",1994-10-14,99291,"Liberty (County)",0.82,130.24,0.13
1041,"TX","DR",1995,"SEVERE THUNDERSTORMS AND FLOODING",1994-10-14,99321,"Matagorda (County)",0.82,130.24,0.13
1041,"TX","DR",1995,"SEVERE THUNDERSTORMS AND FLOODING",1994-10-14,99339,"Montgomery (County)",0.82,130.24,0.13
1041,"TX","DR",1995,"SEVERE THUNDERSTORMS AND FLOODING",1994-10-14,99347,"Nacogdoches (County)",0.82,130.24,0.13
1041,"TX","DR",1995,"SEVERE THUNDERSTORMS AND FLOODING",1994-10-14,99373,"Polk (County)",0.82,130.24,0.13
1041,"TX","DR",1995,"SEVERE THUNDERSTORMS AND FLOODING",1994-10-14,99405,"San Augustine (County)",0.82,130.24,0.13
1041,"TX","DR",1995,"SEVERE THUNDERSTORMS AND FLOODING",1994-10-14,99407,"San Jacinto (County)",0.82,130.24,0.13
1041,"TX","DR",1995,"SEVERE THUNDERSTORMS AND FLOODING",1994-10-14,99419,"Shelby (County)",0.82,130.24,0.13
1041,"TX","DR",1995,"SEVERE THUNDERSTORMS AND FLOODING",1994-10-14,99455,"Trinity (County)",0.82,130.24,0.13
1041,"TX","DR",1995,"SEVERE THUNDERSTORMS AND FLOODING",1994-10-14,99457,"Tyler (County)",0.82,130.24,0.13
1041,"TX","DR",1995,"SEVERE THUNDERSTORMS AND FLOODING",1994-10-14,99471,"Walker (County)",0.82,130.24,0.13
1041,"TX","DR",1995,"SEVERE THUNDERSTORMS AND FLOODING",1994-10-14,99473,"Waller (County)",0.82,130.24,0.13
1041,"TX","DR",1995,"SEVERE THUNDERSTORMS AND FLOODING",1994-10-14,99477,"Washington (County)",0.82,130.24,0.13
1041,"TX","DR",1995,"SEVERE THUNDERSTORMS AND FLOODING",1994-10-14,99481,"Wharton (County)",0.82,130.24,0.13
1029,"ME","DR",1994,"FLOODING AND ICE JAMS",1994-04-15,99003,"Aroostook (County)",0.79,88.54,0.92
1022,"TN","DR",1994,"EXTENSIVE RAINFALL AND FLASH FLOODING",1994-03-25,99011,"Bradley (County)",0.3,158.62,0.66
1022,"TN","DR",1994,"EXTENSIVE RAINFALL AND FLASH FLOODING",1994-03-25,99063,"Hamblen (County)",0.3,158.62,0.66
1022,"TN","DR",1994,"EXTENSIVE RAINFALL AND FLASH FLOODING",1994-03-25,99009,"Blount (County)",0.3,158.62,0.66
1022,"TN","DR",1994,"EXTENSIVE RAINFALL AND FLASH FLOODING",1994-03-25,99029,"Cocke (County)",0.3,158.62,0.66
1022,"TN","DR",1994,"EXTENSIVE RAINFALL AND FLASH FLOODING",1994-03-25,99057,"Grainger (County)",0.3,158.62,0.66
1022,"TN","DR",1994,"EXTENSIVE RAINFALL AND FLASH FLOODING",1994-03-25,99065,"Hamilton (County)",0.3,158.62,0.66
1022,"TN","DR",1994,"EXTENSIVE RAINFALL AND FLASH FLOODING",1994-03-25,99073,"Hawkins (County)",0.3,158.62,0.66
1022,"TN","DR",1994,"EXTENSIVE RAINFALL AND FLASH FLOODING",1994-03-25,99089,"Jefferson (County)",0.3,158.62,0.66
1022,"TN","DR",1994,"EXTENSIVE RAINFALL AND FLASH FLOODING",1994-03-25,99091,"Johnson (County)",0.3,158.62,0.66
1022,"TN","DR",1994,"EXTENSIVE RAINFALL AND FLASH FLOODING",1994-03-25,99107,"McMinn (County)",0.3,158.62,0.66
1022,"TN","DR",1994,"EXTENSIVE RAINFALL AND FLASH FLOODING",1994-03-25,99115,"Marion (County)",0.3,158.62,0.66
1022,"TN","DR",1994,"EXTENSIVE RAINFALL AND FLASH FLOODING",1994-03-25,99123,"Monroe (County)",0.3,158.62,0.66
1022,"TN","DR",1994,"EXTENSIVE RAINFALL AND FLASH FLOODING",1994-03-25,99139,"Polk (County)",0.3,158.62,0.66
1022,"TN","DR",1994,"EXTENSIVE RAINFALL AND FLASH FLOODING",1994-03-25,99141,"Putnam (County)",0.3,158.62,0.66
1022,"TN","DR",1994,"EXTENSIVE RAINFALL AND FLASH FLOODING",1994-03-25,99155,"Sevier (County)",0.3,158.62,0.66
1022,"TN","DR",1994,"EXTENSIVE RAINFALL AND FLASH FLOODING",1994-03-25,99171,"Unicoi (County)",0.3,158.62,0.66
1022,"TN","DR",1994,"EXTENSIVE RAINFALL AND FLASH FLOODING",1994-03-25,99175,"Van Buren (County)",0.3,158.62,0.66
1001,"ND","DR",1993,"SEVERE STORMS & FLOODING",1993-06-22,99003,"Barnes (County)",3.09,151.33,1.12
1001,"ND","DR",1993,"SEVERE STORMS & FLOODING",1993-06-22,99005,"Benson (County)",3.09,151.33,1.12
1001,"ND","DR",1993,"SEVERE STORMS & FLOODING",1993-06-22,99013,"Burke (County)",3.09,151.33,1.12
1001,"ND","DR",1993,"SEVERE STORMS & FLOODING",1993-06-22,99015,"Burleigh (County)",3.09,151.33,1.12
1001,"ND","DR",1993,"SEVERE STORMS & FLOODING",1993-06-22,99017,"Cass (County)",3.09,151.33,1.12
1001,"ND","DR",1993,"SEVERE STORMS & FLOODING",1993-06-22,99019,"Cavalier (County)",3.09,151.33,1.12
1001,"ND","DR",1993,"SEVERE STORMS & FLOODING",1993-06-22,99021,"Dickey (County)",3.09,151.33,1.12
1001,"ND","DR",1993,"SEVERE STORMS & FLOODING",1993-06-22,99023,"Divide (County)",3.09,151.33,1.12
1001,"ND","DR",1993,"SEVERE STORMS & FLOODING",1993-06-22,99027,"Eddy (County)",3.09,151.33,1.12
1001,"ND","DR",1993,"SEVERE STORMS & FLOODING",1993-06-22,99029,"Emmons (County)",3.09,151.33,1.12
1001,"ND","DR",1993,"SEVERE STORMS & FLOODING",1993-06-22,99035,"Grand Forks (County)",3.09,151.33,1.12
1001,"ND","DR",1993,"SEVERE STORMS & FLOODING",1993-06-22,99037,"Grant (County)",3.09,151.33,1.12
