Geography,Geographic Area Name,Total
0500000US17073,"Henry County, Illinois",48520
0500000US17075,"Iroquois County, Illinois",26673
0500000US17077,"Jackson County, Illinois",50045
0500000US17079,"Jasper County, Illinois",9244
0500000US17081,"Jefferson County, Illinois",35312
0500000US17083,"Jersey County, Illinois",20525
0500000US17085,"Jo Daviess County, Illinois",21795
0500000US17087,"Johnson County, Illinois",10924
0500000US17089,"Kane County, Illinois",512156
0500000US17091,"Kankakee County, Illinois",103860
0500000US17093,"Kendall County, Illinois",130219
0500000US17095,"Knox County, Illinois",45947
0500000US17097,"Lake County, Illinois",696696
0500000US17099,"LaSalle County, Illinois",106416
0500000US17101,"Lawrence County, Illinois",13070
0500000US17103,"Lee County, Illinois",31228
0500000US17105,"Livingston County, Illinois",33768
0500000US17107,"Logan County, Illinois",24372
0500000US17109,"McDonough County, Illinois",24703
0500000US17111,"McHenry County, Illinois",308380
0500000US17113,"McLean County, Illinois",162474
0500000US17115,"Macon County, Illinois",100876
0500000US17117,"Macoupin County, Illinois",44214
0500000US17119,"Madison County, Illinois",260362
0500000US17121,"Marion County, Illinois",36567
0500000US17123,"Marshall County, Illinois",11315
0500000US17125,"Mason County, Illinois",13047
0500000US17127,"Massac County, Illinois",13961
0500000US17129,"Menard County, Illinois",12194
0500000US17131,"Mercer County, Illinois",15545
0500000US17133,"Monroe County, Illinois",34390
0500000US17135,"Montgomery County, Illinois",25554
0500000US17137,"Morgan County, Illinois",30400
0500000US17139,"Moultrie County, Illinois",14344
0500000US17141,"Ogle County, Illinois",50984
0500000US17143,"Peoria County, Illinois",177425
0500000US17145,"Perry County, Illinois",18496
0500000US17147,"Piatt County, Illinois",16600
0500000US17149,"Pike County, Illinois",14403
0500000US17151,"Pope County, Illinois",3609
0500000US17153,"Pulaski County, Illinois",5218
0500000US17155,"Putnam County, Illinois",5628
0500000US17157,"Randolph County, Illinois",27029
0500000US17159,"Richland County, Illinois",15542
0500000US17161,"Rock Island County, Illinois",139680
0500000US17163,"St. Clair County, Illinois",254013
0500000US17165,"Saline County, Illinois",23335
0500000US17167,"Sangamon County, Illinois",192932
0500000US17169,"Schuyler County, Illinois",6882
0500000US17171,"Scott County, Illinois",4861
0500000US17173,"Shelby County, Illinois",20977
0500000US17175,"Stark County, Illinois",5308
0500000US17177,"Stephenson County, Illinois",44079
0500000US17179,"Tazewell County, Illinois",129305
0500000US17181,"Union County, Illinois",17000
0500000US17183,"Vermilion County, Illinois",71696
0500000US17185,"Wabash County, Illinois",11290
0500000US17187,"Warren County, Illinois",15794
0500000US17189,"Washington County, Illinois",13589
0500000US17191,"Wayne County, Illinois",16200
0500000US17193,"White County, Illinois",13494
0500000US17195,"Whiteside County, Illinois",54818
0500000US17197,"Will County, Illinois",686328
0500000US17199,"Williamson County, Illinois",64782
0500000US17201,"Winnebago County, Illinois",280951
0500000US17203,"Woodford County, Illinois",37472
0500000US18001,"Adams County, Indiana",34933
0500000US18003,"Allen County, Indiana",375492
0500000US18005,"Bartholomew County, Indiana",80666
0500000US18007,"Benton County, Indiana",8564
0500000US18009,"Blackford County, Indiana",11982
0500000US18011,"Boone County, Indiana",68886
0500000US18013,"Brown County, Indiana",15220
0500000US18015,"Carroll County, Indiana",20068
0500000US18017,"Cass County, Indiana",36889
0500000US18019,"Clark County, Indiana",118378
0500000US18021,"Clay County, Indiana",25637
0500000US18023,"Clinton County, Indiana",32241
0500000US18025,"Crawford County, Indiana",10370
0500000US18027,"Daviess County, Indiana",32709
0500000US18029,"Dearborn County, Indiana",49781
0500000US18031,"Decatur County, Indiana",25990
0500000US18033,"DeKalb County, Indiana",42637
0500000US18035,"Delaware County, Indiana",105171
0500000US18037,"Dubois County, Indiana",42565
0500000US18039,"Elkhart County, Indiana",202832
0500000US18041,"Fayette County, Indiana",23016
0500000US18043,"Floyd County, Indiana",77992
0500000US18045,"Fountain County, Indiana",16234
0500000US18047,"Franklin County, Indiana",22613
0500000US18049,"Fulton County, Indiana",19945
0500000US18051,"Gibson County, Indiana",32201
0500000US18053,"Grant County, Indiana",61306
0500000US18055,"Greene County, Indiana",30517
0500000US18057,"Hamilton County, Indiana",339636
0500000US18059,"Hancock County, Indiana",77818
0500000US18061,"Harrison County, Indiana",39024
0500000US18063,"Hendricks County, Indiana",168955
0500000US18065,"Henry County, Indiana",45410
0500000US18067,"Howard County, Indiana",81854
0500000US18069,"Huntington County, Indiana",35302
0500000US18071,"Jackson County, Indiana",44676
0500000US18073,"Jasper County, Indiana",32176
0500000US18075,"Jay County, Indiana",20263
0500000US18077,"Jefferson County, Indiana",30719
0500000US18079,"Jennings County, Indiana",26899
0500000US18081,"Johnson County, Indiana",156591
0500000US18083,"Knox County, Indiana",34269
0500000US18085,"Kosciusko County, Indiana",78510
0500000US18087,"LaGrange County, Indiana",39625
0500000US18089,"Lake County, Indiana",490255
0500000US18091,"LaPorte County, Indiana",104283
0500000US18093,"Lawrence County, Indiana",44412
0500000US18095,"Madison County, Indiana",123456
0500000US18097,"Marion County, Indiana",950293
0500000US18099,"Marshall County, Indiana",45424
0500000US18101,"Martin County, Indiana",9587
0500000US18103,"Miami County, Indiana",33776
0500000US18105,"Monroe County, Indiana",124391
0500000US18107,"Montgomery County, Indiana",36376
0500000US18109,"Morgan County, Indiana",70156
0500000US18111,"Newton County, Indiana",13615
0500000US18113,"Noble County, Indiana",46237
0500000US18115,"Ohio County, Indiana",5831
0500000US18117,"Orange County, Indiana",19401
0500000US18119,"Owen County, Indiana",20836
0500000US18121,"Parke County, Indiana",14978
0500000US18123,"Perry County, Indiana",17475
0500000US18125,"Pike County, Indiana",11952
0500000US18127,"Porter County, Indiana",168354
0500000US18129,"Posey County, Indiana",25039
0500000US18131,"Pulaski County, Indiana",12298
0500000US18133,"Putnam County, Indiana",31567
0500000US18135,"Randolph County, Indiana",24151
0500000US18137,"Ripley County, Indiana",28490
0500000US18139,"Rush County, Indiana",16418
0500000US18141,"St. Joseph County, Indiana",259742
0500000US18143,"Scott County, Indiana",23436
0500000US18145,"Shelby County, Indiana",43941
0500000US18147,"Spencer County, Indiana",19692
0500000US18149,"Starke County, Indiana",23176
0500000US18151,"Steuben County, Indiana",32730
0500000US18153,"Sullivan County, Indiana",18515
0500000US18155,"Switzerland County, Indiana",9750
0500000US18157,"Tippecanoe County, Indiana",169205
0500000US18159,"Tipton County, Indiana",15022
0500000US18161,"Union County, Indiana",6945
0500000US18163,"Vanderburgh County, Indiana",172843
0500000US18165,"Vermillion County, Indiana",15228
0500000US18167,"Vigo County, Indiana",98399
0500000US18169,"Wabash County, Indiana",29222
0500000US18171,"Warren County, Indiana",8318
0500000US18173,"Warrick County, Indiana",62665
0500000US18175,"Washington County, Indiana",27625
0500000US18177,"Wayne County, Indiana",63577
0500000US18179,"Wells County, Indiana",27484
0500000US18181,"White County, Indiana",24251
0500000US18183,"Whitley County, Indiana",33542
0500000US19001,"Adair County, Iowa",7277
0500000US19003,"Adams County, Iowa",3622
0500000US19005,"Allamakee County, Iowa",13791
0500000US19007,"Appanoose County, Iowa",12207
0500000US19009,"Audubon County, Iowa",5526
0500000US19011,"Benton County, Iowa",25242
0500000US19013,"Black Hawk County, Iowa",126784
0500000US19015,"Boone County, Iowa",26288
0500000US19017,"Bremer County, Iowa",23353
0500000US19019,"Buchanan County, Iowa",20395
0500000US19021,"Buena Vista County, Iowa",19714
0500000US19023,"Butler County, Iowa",14196
0500000US19025,"Calhoun County, Iowa",9272
0500000US19027,"Carroll County, Iowa",20436
0500000US19029,"Cass County, Iowa",12923
0500000US19031,"Cedar County, Iowa",18141
0500000US19033,"Cerro Gordo County, Iowa",42421
0500000US19035,"Cherokee County, Iowa",11274
0500000US19037,"Chickasaw County, Iowa",11819
0500000US19039,"Clarke County, Iowa",9528
0500000US19041,"Clay County, Iowa",16120
0500000US19043,"Clayton County, Iowa",16902
0500000US19045,"Clinton County, Iowa",45614
0500000US19047,"Crawford County, Iowa",16384
0500000US19049,"Dallas County, Iowa",96174
0500000US19051,"Davis County, Iowa",8960
0500000US19053,"Decatur County, Iowa",7000
0500000US19055,"Delaware County, Iowa",17358
0500000US19057,"Des Moines County, Iowa",38238
0500000US19059,"Dickinson County, Iowa",17343
0500000US19061,"Dubuque County, Iowa",95292
0500000US19063,"Emmet County, Iowa",8642
0500000US19065,"Fayette County, Iowa",19014
0500000US19067,"Floyd County, Iowa",15477
0500000US19069,"Franklin County, Iowa",9895
0500000US19071,"Fremont County, Iowa",6574
0500000US19073,"Greene County, Iowa",8711
0500000US19075,"Grundy County, Iowa",12196
0500000US19077,"Guthrie County, Iowa",10492
0500000US19079,"Hamilton County, Iowa",14864
0500000US19081,"Hancock County, Iowa",10650
0500000US19083,"Hardin County, Iowa",16209
0500000US19085,"Harrison County, Iowa",14366
0500000US19087,"Henry County, Iowa",18928
0500000US19089,"Howard County, Iowa",9276
0500000US19091,"Humboldt County, Iowa",9523
0500000US19093,"Ida County, Iowa",6847
0500000US19095,"Iowa County, Iowa",16363
0500000US19097,"Jackson County, Iowa",19236
0500000US19099,"Jasper County, Iowa",36047
0500000US19101,"Jefferson County, Iowa",15069
0500000US19103,"Johnson County, Iowa",144779
0500000US19105,"Jones County, Iowa",19455
0500000US19107,"Keokuk County, Iowa",9912
0500000US19109,"Kossuth County, Iowa",14629
0500000US19111,"Lee County, Iowa",32397
0500000US19113,"Linn County, Iowa",223474
0500000US19115,"Louisa County, Iowa",10754
0500000US19117,"Lucas County, Iowa",8497
0500000US19119,"Lyon County, Iowa",11810
0500000US19121,"Madison County, Iowa",16250
0500000US19123,"Mahaska County, Iowa",21436
0500000US19125,"Marion County, Iowa",31758
0500000US19127,"Marshall County, Iowa",38664
0500000US19129,"Mills County, Iowa",14454
0500000US19131,"Mitchell County, Iowa",10293
0500000US19133,"Monona County, Iowa",8561
0500000US19135,"Monroe County, Iowa",7481
0500000US19137,"Montgomery County, Iowa",10175
0500000US19139,"Muscatine County, Iowa",42403
0500000US19141,"O'Brien County, Iowa",13804
0500000US19143,"Osceola County, Iowa",6071
0500000US19145,"Page County, Iowa",14232
0500000US19147,"Palo Alto County, Iowa",8637
0500000US19149,"Plymouth County, Iowa",25265
0500000US19151,"Pocahontas County, Iowa",6955
0500000US19153,"Polk County, Iowa",480175
0500000US19155,"Pottawattamie County, Iowa",91268
0500000US19157,"Poweshiek County, Iowa",17082
0500000US19159,"Ringgold County, Iowa",4553
0500000US19161,"Sac County, Iowa",9640
0500000US19163,"Scott County, Iowa",170459
0500000US19165,"Shelby County, Iowa",11554
0500000US19167,"Sioux County, Iowa",33418
0500000US19169,"Story County, Iowa",86633
0500000US19171,"Tama County, Iowa",16675
0500000US19173,"Taylor County, Iowa",5851
0500000US19175,"Union County, Iowa",11902
0500000US19177,"Van Buren County, Iowa",7108
0500000US19179,"Wapello County, Iowa",34550
0500000US19181,"Warren County, Iowa",50022
0500000US19183,"Washington County, Iowa",22158
0500000US19185,"Wayne County, Iowa",6403
0500000US19187,"Webster County, Iowa",34364
0500000US19189,"Winnebago County, Iowa",10096
0500000US19191,"Winneshiek County, Iowa",17964
0500000US19193,"Woodbury County, Iowa",102486
0500000US19195,"Worth County, Iowa",7332
0500000US19197,"Wright County, Iowa",12786
0500000US20001,"Allen County, Kansas",12128
0500000US20003,"Anderson County, Kansas",7637
0500000US20005,"Atchison County, Kansas",15090
0500000US20007,"Barber County, Kansas",4092
0500000US20009,"Barton County, Kansas",25065
0500000US20011,"Bourbon County, Kansas",13912
0500000US20013,"Brown County, Kansas",9352
0500000US20015,"Butler County, Kansas",64147
0500000US20017,"Chase County, Kansas",2500
0500000US20019,"Chautauqua County, Kansas",3348
0500000US20021,"Cherokee County, Kansas",19234
0500000US20023,"Cheyenne County, Kansas",2601
0500000US20025,"Clark County, Kansas",1900
0500000US20027,"Clay County, Kansas",7940
0500000US20029,"Cloud County, Kansas",8500
0500000US20031,"Coffey County, Kansas",8243
0500000US20033,"Comanche County, Kansas",1732
0500000US20035,"Cowley County, Kansas",32595
0500000US20037,"Crawford County, Kansas",37066
0500000US20039,"Decatur County, Kansas",2709
0500000US20041,"Dickinson County, Kansas",18217
0500000US20043,"Doniphan County, Kansas",6848
0500000US20045,"Douglas County, Kansas",110694
0500000US20047,"Edwards County, Kansas",2833
0500000US20049,"Elk County, Kansas",2458
0500000US20051,"Ellis County, Kansas",27815
0500000US20053,"Ellsworth County, Kansas",5521
0500000US20055,"Finney County, Kansas",37639
0500000US20057,"Ford County, Kansas",33619
0500000US20059,"Franklin County, Kansas",25209
0500000US20061,"Geary County, Kansas",35534
0500000US20063,"Gove County, Kansas",2720
0500000US20065,"Graham County, Kansas",2410
0500000US20067,"Grant County, Kansas",7340
0500000US20069,"Gray County, Kansas",5567
0500000US20071,"Greeley County, Kansas",1232
0500000US20073,"Greenwood County, Kansas",5965
0500000US20075,"Hamilton County, Kansas",2572
0500000US20077,"Harper County, Kansas",5381
0500000US20079,"Harvey County, Kansas",32690
0500000US20081,"Haskell County, Kansas",3762
0500000US20083,"Hodgeman County, Kansas",1809
0500000US20085,"Jackson County, Kansas",13117
0500000US20087,"Jefferson County, Kansas",18168
0500000US20089,"Jewell County, Kansas",2881
0500000US20091,"Johnson County, Kansas",599517
0500000US20093,"Kearny County, Kansas",3928
0500000US20095,"Kingman County, Kansas",7381
0500000US20097,"Kiowa County, Kansas",2274
0500000US20099,"Labette County, Kansas",19839
0500000US20101,"Lane County, Kansas",1502
0500000US20103,"Leavenworth County, Kansas",76052
0500000US20105,"Lincoln County, Kansas",2892
0500000US20107,"Linn County, Kansas",9578
0500000US20109,"Logan County, Kansas",2747
0500000US20111,"Lyon County, Kansas",31183
0500000US20113,"McPherson County, Kansas",28633
0500000US20115,"Marion County, Kansas",11128
0500000US20117,"Marshall County, Kansas",9850
0500000US20119,"Meade County, Kansas",3982
0500000US20121,"Miami County, Kansas",33325
0500000US20123,"Mitchell County, Kansas",5711
0500000US20125,"Montgomery County, Kansas",30776
0500000US20127,"Morris County, Kansas",5301
0500000US20129,"Morton County, Kansas",2681
0500000US20131,"Nemaha County, Kansas",9883
0500000US20133,"Neosho County, Kansas",15460
0500000US20135,"Ness County, Kansas",2668
0500000US20137,"Norton County, Kansas",4547
0500000US20139,"Osage County, Kansas",15535
0500000US20141,"Osborne County, Kansas",3418
0500000US20143,"Ottawa County, Kansas",5685
0500000US20145,"Pawnee County, Kansas",5443
0500000US20147,"Phillips County, Kansas",4924
0500000US20149,"Pottawatomie County, Kansas",24755
0500000US20151,"Pratt County, Kansas",8800
0500000US20153,"Rawlins County, Kansas",2489
0500000US20155,"Reno County, Kansas",59181
0500000US20157,"Republic County, Kansas",4620
0500000US20159,"Rice County, Kansas",8781
0500000US20161,"Riley County, Kansas",63485
0500000US20163,"Rooks County, Kansas",4787
0500000US20165,"Rush County, Kansas",2812
0500000US20167,"Russell County, Kansas",6612
0500000US20169,"Saline County, Kansas",52943
0500000US20171,"Scott County, Kansas",5045
0500000US20173,"Sedgwick County, Kansas",513316
0500000US20175,"Seward County, Kansas",21793
0500000US20177,"Shawnee County, Kansas",174543
0500000US20179,"Sheridan County, Kansas",2423
0500000US20181,"Sherman County, Kansas",5679
0500000US20183,"Smith County, Kansas",3522
0500000US20185,"Stafford County, Kansas",3983
0500000US20187,"Stanton County, Kansas",2060
0500000US20189,"Stevens County, Kansas",5208
0500000US20191,"Sumner County, Kansas",22135
0500000US20193,"Thomas County, Kansas",7475
0500000US20195,"Trego County, Kansas",2725
0500000US20197,"Wabaunsee County, Kansas",6769
0500000US20199,"Wallace County, Kansas",1502
0500000US20201,"Washington County, Kansas",5418
0500000US20203,"Wichita County, Kansas",2129
0500000US20205,"Wilson County, Kansas",8571
0500000US20207,"Woodson County, Kansas",3123
0500000US20209,"Wyandotte County, Kansas",166383
0500000US21001,"Adair County, Kentucky",17435
0500000US21003,"Allen County, Kentucky",20337
0500000US21005,"Anderson County, Kentucky",23475
0500000US21007,"Ballard County, Kentucky",7682
0500000US21009,"Barren County, Kentucky",43273
0500000US21011,"Bath County, Kentucky",12580
0500000US21013,"Bell County, Kentucky",23816
0500000US21015,"Boone County, Kentucky",133143
0500000US21017,"Bourbon County, Kentucky",19955
0500000US21019,"Boyd County, Kentucky",46606
0500000US21021,"Boyle County, Kentucky",27460
0500000US21023,"Bracken County, Kentucky",8272
0500000US21025,"Breathitt County, Kentucky",13368
0500000US21027,"Breckinridge County, Kentucky",19979
0500000US21029,"Bullitt County, Kentucky",80990
0500000US21031,"Butler County, Kentucky",12023
0500000US21033,"Caldwell County, Kentucky",12538
0500000US21035,"Calloway County, Kentucky",33558
0500000US21037,"Campbell County, Kentucky",89495
0500000US21039,"Carlisle County, Kentucky",4771
0500000US21041,"Carroll County, Kentucky",10512
0500000US21043,"Carter County, Kentucky",26035
0500000US21045,"Casey County, Kentucky",15457
0500000US21047,"Christian County, Kentucky",65619
0500000US21049,"Clark County, Kentucky",36025
0500000US21051,"Clay County, Kentucky",19156
0500000US21053,"Clinton County, Kentucky",9215
0500000US21055,"Crittenden County, Kentucky",8707
0500000US21057,"Cumberland County, Kentucky",5921
0500000US21059,"Daviess County, Kentucky",99470
0500000US21061,"Edmonson County, Kentucky",11988
0500000US21063,"Elliott County, Kentucky",5972
0500000US21065,"Estill County, Kentucky",14016
0500000US21067,"Fayette County, Kentucky",308643
0500000US21069,"Fleming County, Kentucky",14972
0500000US21071,"Floyd County, Kentucky",35431
0500000US21073,"Franklin County, Kentucky",49424
0500000US21075,"Fulton County, Kentucky",6084
0500000US21077,"Gallatin County, Kentucky",8567
0500000US21079,"Garrard County, Kentucky",16786
0500000US21081,"Grant County, Kentucky",24491
0500000US21083,"Graves County, Kentucky",36105
0500000US21085,"Grayson County, Kentucky",26021
0500000US21087,"Green County, Kentucky",10994
0500000US21089,"Greenup County, Kentucky",35575
0500000US21091,"Hancock County, Kentucky",8954
0500000US21093,"Hardin County, Kentucky",107021
0500000US21095,"Harlan County, Kentucky",26329
0500000US21097,"Harrison County, Kentucky",18351
0500000US21099,"Hart County, Kentucky",18750
0500000US21101,"Henderson County, Kentucky",43929
0500000US21103,"Henry County, Kentucky",15558
0500000US21105,"Hickman County, Kentucky",4399
0500000US21107,"Hopkins County, Kentucky",44271
0500000US21109,"Jackson County, Kentucky",12862
0500000US21111,"Jefferson County, Kentucky",764034
0500000US21113,"Jessamine County, Kentucky",51136
0500000US21115,"Johnson County, Kentucky",22195
0500000US21117,"Kenton County, Kentucky",166195
0500000US21119,"Knott County, Kentucky",13850
0500000US21121,"Knox County, Kentucky",29584
0500000US21123,"Larue County, Kentucky",14417
0500000US21125,"Laurel County, Kentucky",61089
0500000US21127,"Lawrence County, Kentucky",16149
0500000US21129,"Lee County, Kentucky",6709
0500000US21131,"Leslie County, Kentucky",10185
0500000US21133,"Letcher County, Kentucky",21373
0500000US21135,"Lewis County, Kentucky",12944
0500000US21137,"Lincoln County, Kentucky",23829
0500000US21139,"Livingston County, Kentucky",8940
0500000US21141,"Logan County, Kentucky",26980
0500000US21143,"Lyon County, Kentucky",7391
0500000US21145,"McCracken County, Kentucky",65943
0500000US21147,"McCreary County, Kentucky",15549
0500000US21149,"McLean County, Kentucky",9104
0500000US21151,"Madison County, Kentucky",85872
0500000US21153,"Magoffin County, Kentucky",11691
0500000US21155,"Marion County, Kentucky",18458
0500000US21157,"Marshall County, Kentucky",30942
0500000US21159,"Martin County, Kentucky",10194
0500000US21161,"Mason County, Kentucky",16755
0500000US21163,"Meade County, Kentucky",29358
0500000US21165,"Menifee County, Kentucky",6079
0500000US21167,"Mercer County, Kentucky",22304
0500000US21169,"Metcalfe County, Kentucky",10163
0500000US21171,"Monroe County, Kentucky",11089
0500000US21173,"Montgomery County, Kentucky",27517
0500000US21175,"Morgan County, Kentucky",12213
0500000US21177,"Muhlenberg County, Kentucky",30114
0500000US21179,"Nelson County, Kentucky",45931
0500000US21181,"Nicholas County, Kentucky",7390
0500000US21183,"Ohio County, Kentucky",23361
0500000US21185,"Oldham County, Kentucky",64144
0500000US21187,"Owen County, Kentucky",11049
0500000US21189,"Owsley County, Kentucky",3940
0500000US21191,"Pendleton County, Kentucky",14336
0500000US21193,"Perry County, Kentucky",27589
0500000US21195,"Pike County, Kentucky",57714
0500000US21197,"Powell County, Kentucky",12704
0500000US21199,"Pulaski County, Kentucky",63388
0500000US21201,"Robertson County, Kentucky",2041
0500000US21203,"Rockcastle County, Kentucky",15721
0500000US21205,"Rowan County, Kentucky",21649
0500000US21207,"Russell County, Kentucky",17477
0500000US21209,"Scott County, Kentucky",54536
0500000US21211,"Shelby County, Kentucky",46416
0500000US21213,"Simpson County, Kentucky",18793
0500000US21215,"Spencer County, Kentucky",19054
0500000US21217,"Taylor County, Kentucky",24780
0500000US21219,"Todd County, Kentucky",11975
0500000US21221,"Trigg County, Kentucky",13967
0500000US21223,"Trimble County, Kentucky",8338
0500000US21225,"Union County, Kentucky",13469
0500000US21227,"Warren County, Kentucky",125663
0500000US21229,"Washington County, Kentucky",11645
0500000US21231,"Wayne County, Kentucky",19354
0500000US21233,"Webster County, Kentucky",12649
0500000US21235,"Whitley County, Kentucky",34619
0500000US21237,"Wolfe County, Kentucky",6496
0500000US21239,"Woodford County, Kentucky",26282
0500000US22001,"Acadia Parish, Louisiana",57237
0500000US22003,"Allen Parish, Louisiana",18714
0500000US22005,"Ascension Parish, Louisiana",124142
0500000US22007,"Assumption Parish, Louisiana",21180
0500000US22009,"Avoyelles Parish, Louisiana",36377
0500000US22011,"Beauregard Parish, Louisiana",35949
0500000US22013,"Bienville Parish, Louisiana",12836
0500000US22015,"Bossier Parish, Louisiana",125917
0500000US22017,"Caddo Parish, Louisiana",235421
0500000US22019,"Calcasieu Parish, Louisiana",209577
0500000US22021,"Caldwell Parish, Louisiana",9230
0500000US22023,"Cameron Parish, Louisiana",5610
0500000US22025,"Catahoula Parish, Louisiana",7700
0500000US22027,"Claiborne Parish, Louisiana",12446
0500000US22029,"Concordia Parish, Louisiana",17405
0500000US22031,"De Soto Parish, Louisiana",26598
0500000US22033,"East Baton Rouge Parish, Louisiana",445909
0500000US22035,"East Carroll Parish, Louisiana",5112
0500000US22037,"East Feliciana Parish, Louisiana",16459
0500000US22039,"Evangeline Parish, Louisiana",31020
0500000US22041,"Franklin Parish, Louisiana",18736
0500000US22043,"Grant Parish, Louisiana",18936
0500000US22045,"Iberia Parish, Louisiana",69576
0500000US22047,"Iberville Parish, Louisiana",27421
0500000US22049,"Jackson Parish, Louisiana",14120
0500000US22051,"Jefferson Parish, Louisiana",435830
0500000US22053,"Jefferson Davis Parish, Louisiana",31762
0500000US22055,"Lafayette Parish, Louisiana",235882
0500000US22057,"Lafourche Parish, Louisiana",95632
0500000US22059,"LaSalle Parish, Louisiana",13473
0500000US22061,"Lincoln Parish, Louisiana",45611
0500000US22063,"Livingston Parish, Louisiana",139802
0500000US22065,"Madison Parish, Louisiana",8566
0500000US22067,"Morehouse Parish, Louisiana",24964
0500000US22069,"Natchitoches Parish, Louisiana",36336
0500000US22071,"Orleans Parish, Louisiana",371945
0500000US22073,"Ouachita Parish, Louisiana",153884
0500000US22075,"Plaquemines Parish, Louisiana",23179
0500000US22077,"Pointe Coupee Parish, Louisiana",20752
0500000US22079,"Rapides Parish, Louisiana",126775
0500000US22081,"Red River Parish, Louisiana",7396
0500000US22083,"Richland Parish, Louisiana",19149
0500000US22085,"Sabine Parish, Louisiana",22085
0500000US22087,"St. Bernard Parish, Louisiana",43456
0500000US22089,"St. Charles Parish, Louisiana",51629
0500000US22091,"St. Helena Parish, Louisiana",10666
0500000US22093,"St. James Parish, Louisiana",20189
0500000US22095,"St. John the Baptist Parish, Louisiana",42088
0500000US22097,"St. Landry Parish, Louisiana",81396
0500000US22099,"St. Martin Parish, Louisiana",51720
0500000US22101,"St. Mary Parish, Louisiana",49055
0500000US22103,"St. Tammany Parish, Louisiana",260081
0500000US22105,"Tangipahoa Parish, Louisiana",128544
0500000US22107,"Tensas Parish, Louisiana",4252
0500000US22109,"Terrebonne Parish, Louisiana",108357
0500000US22111,"Union Parish, Louisiana",20670
0500000US22113,"Vermilion Parish, Louisiana",57122
0500000US22115,"Vernon Parish, Louisiana",46170
0500000US22117,"Washington Parish, Louisiana",43574
0500000US22119,"Webster Parish, Louisiana",36396
0500000US22121,"West Baton Rouge Parish, Louisiana",26142
0500000US22123,"West Carroll Parish, Louisiana",9642
0500000US22125,"West Feliciana Parish, Louisiana",11738
0500000US22127,"Winn Parish, Louisiana",12007
0500000US23001,"Androscoggin County, Maine",107112
0500000US23003,"Aroostook County, Maine",65264
0500000US23005,"Cumberland County, Maine",292581
0500000US23007,"Franklin County, Maine",28360
0500000US23009,"Hancock County, Maine",54031
0500000US23011,"Kennebec County, Maine",119763
0500000US23013,"Knox County, Maine",38849
0500000US23015,"Lincoln County, Maine",34497
0500000US23017,"Oxford County, Maine",56952
0500000US23019,"Penobscot County, Maine",145517
0500000US23021,"Piscataquis County, Maine",16390
0500000US23023,"Sagadahoc County, Maine",36320
0500000US23025,"Somerset County, Maine",49628
0500000US23027,"Waldo County, Maine",38917
0500000US23029,"Washington County, Maine",30057
0500000US23031,"York County, Maine",207251
0500000US24001,"Allegany County, Maryland",60286
0500000US24003,"Anne Arundel County, Maryland",568465
0500000US24005,"Baltimore County, Maryland",830134
0500000US24009,"Calvert County, Maryland",91931
0500000US24011,"Caroline County, Maryland",32764
0500000US24013,"Carroll County, Maryland",168464
0500000US24015,"Cecil County, Maryland",102144
0500000US24017,"Charles County, Maryland",163415
0500000US24019,"Dorchester County, Maryland",32044
0500000US24021,"Frederick County, Maryland",262658
0500000US24023,"Garrett County, Maryland",28222
0500000US24025,"Harford County, Maryland",257375
0500000US24027,"Howard County, Maryland",326236
0500000US24029,"Kent County, Maryland",17646
0500000US24031,"Montgomery County, Maryland",1048143
0500000US24033,"Prince George's County, Maryland",935655
0500000US24035,"Queen Anne's County, Maryland",49150
0500000US24037,"St. Mary's County, Maryland",110424
0500000US24039,"Somerset County, Maryland",19029
0500000US24041,"Talbot County, Maryland",37090
0500000US24043,"Washington County, Maryland",144920
0500000US24045,"Wicomico County, Maryland",99081
0500000US24047,"Worcester County, Maryland",51584
0500000US24510,"Baltimore city, Maryland",569917
0500000US25001,"Barnstable County, Massachusetts",225094
0500000US25003,"Berkshire County, Massachusetts",122888
0500000US25005,"Bristol County, Massachusetts",561262
0500000US25007,"Dukes County, Massachusetts",20085
0500000US25009,"Essex County, Massachusetts",787960
0500000US25011,"Franklin County, Massachusetts",69966
0500000US25013,"Hampden County, Massachusetts",452068
0500000US25015,"Hampshire County, Massachusetts",138333
0500000US25017,"Middlesex County, Massachusetts",1568129
0500000US25019,"Nantucket County, Massachusetts",13643
0500000US25021,"Norfolk County, Massachusetts",702678
0500000US25023,"Plymouth County, Massachusetts",516077
0500000US25025,"Suffolk County, Massachusetts",748596
0500000US25027,"Worcester County, Massachusetts",829438
0500000US26001,"Alcona County, Michigan",10041
0500000US26003,"Alger County, Michigan",7904
0500000US26005,"Allegan County, Michigan",118181
0500000US26007,"Alpena County, Michigan",28366
0500000US26009,"Antrim County, Michigan",23209
0500000US26011,"Arenac County, Michigan",14869
0500000US26013,"Baraga County, Michigan",7276
0500000US26015,"Barry County, Michigan",61231
0500000US26017,"Bay County, Michigan",103091
0500000US26019,"Benzie County, Michigan",17682
0500000US26021,"Berrien County, Michigan",151406
0500000US26023,"Branch County, Michigan",42396
0500000US26025,"Calhoun County, Michigan",130756
0500000US26027,"Cass County, Michigan",51172
0500000US26029,"Charlevoix County, Michigan",25781
0500000US26031,"Cheboygan County, Michigan",25342
0500000US26033,"Chippewa County, Michigan",33838
0500000US26035,"Clare County, Michigan",30424
