Geography,Geographic Area Name,Total
0500000US06063,"Plumas County, California",19293
0500000US06065,"Riverside County, California",2369118
0500000US06067,"Sacramento County, California",1550537
0500000US06069,"San Benito County, California",62921
0500000US06071,"San Bernardino County, California",2117955
0500000US06073,"San Diego County, California",3213232
0500000US06075,"San Francisco County, California",852231
0500000US06077,"San Joaquin County, California",753690
0500000US06079,"San Luis Obispo County, California",267267
0500000US06081,"San Mateo County, California",756587
0500000US06083,"Santa Barbara County, California",426632
0500000US06085,"Santa Clara County, California",1901844
0500000US06087,"Santa Cruz County, California",260154
0500000US06089,"Shasta County, California",178903
0500000US06091,"Sierra County, California",3052
0500000US06093,"Siskiyou County, California",43752
0500000US06095,"Solano County, California",440522
0500000US06097,"Sonoma County, California",485874
0500000US06099,"Stanislaus County, California",546308
0500000US06101,"Sutter County, California",98017
0500000US06103,"Tehama County, California",64517
0500000US06105,"Trinity County, California",15620
0500000US06107,"Tulare County, California",464801
0500000US06109,"Tuolumne County, California",51712
0500000US06111,"Ventura County, California",832745
0500000US06113,"Yolo County, California",209165
0500000US06115,"Yuba County, California",78774
0500000US08001,"Adams County, Colorado",510494
0500000US08003,"Alamosa County, Colorado",15402
0500000US08005,"Arapahoe County, Colorado",645068
0500000US08007,"Archuleta County, Colorado",13155
0500000US08009,"Baca County, Colorado",3432
0500000US08011,"Bent County, Colorado",4227
0500000US08013,"Boulder County, Colorado",316936
0500000US08014,"Broomfield County, Colorado",72321
0500000US08015,"Chaffee County, Colorado",18074
0500000US08017,"Cheyenne County, Colorado",1653
0500000US08019,"Clear Creek County, Colorado",9286
0500000US08021,"Conejos County, Colorado",7541
0500000US08023,"Costilla County, Colorado",3517
0500000US08025,"Crowley County, Colorado",4909
0500000US08027,"Custer County, Colorado",4713
0500000US08029,"Delta County, Colorado",29897
0500000US08031,"Denver County, Colorado",694983
0500000US08033,"Dolores County, Colorado",2288
0500000US08035,"Douglas County, Colorado",350509
0500000US08037,"Eagle County, Colorado",55431
0500000US08039,"Elbert County, Colorado",25794
0500000US08041,"El Paso County, Colorado",703302
0500000US08043,"Fremont County, Colorado",38339
0500000US08045,"Garfield County, Colorado",60295
0500000US08047,"Gilpin County, Colorado",5718
0500000US08049,"Grand County, Colorado",15578
0500000US08051,"Gunnison County, Colorado",16037
0500000US08053,"Hinsdale County, Colorado",858
0500000US08055,"Huerfano County, Colorado",6628
0500000US08057,"Jackson County, Colorado",1370
0500000US08059,"Jefferson County, Colorado",571357
0500000US08061,"Kiowa County, Colorado",1385
0500000US08063,"Kit Carson County, Colorado",6989
0500000US08065,"Lake County, Colorado",7304
0500000US08067,"La Plata County, Colorado",53769
0500000US08069,"Larimer County, Colorado",345329
0500000US08071,"Las Animas County, Colorado",13931
0500000US08073,"Lincoln County, Colorado",3840
0500000US08075,"Logan County, Colorado",20905
0500000US08077,"Mesa County, Colorado",151047
0500000US08079,"Mineral County, Colorado",794
0500000US08081,"Moffat County, Colorado",13121
0500000US08083,"Montezuma County, Colorado",25735
0500000US08085,"Montrose County, Colorado",41904
0500000US08087,"Morgan County, Colorado",28452
0500000US08089,"Otero County, Colorado",18229
0500000US08091,"Ouray County, Colorado",4840
0500000US08093,"Park County, Colorado",17171
0500000US08095,"Phillips County, Colorado",4426
0500000US08097,"Pitkin County, Colorado",17414
0500000US08099,"Prowers County, Colorado",11573
0500000US08101,"Pueblo County, Colorado",163654
0500000US08103,"Rio Blanco County, Colorado",6163
0500000US08105,"Rio Grande County, Colorado",11314
0500000US08107,"Routt County, Colorado",24653
0500000US08109,"Saguache County, Colorado",6346
0500000US08111,"San Juan County, Colorado",698
0500000US08113,"San Miguel County, Colorado",8046
0500000US08115,"Sedgwick County, Colorado",2424
0500000US08117,"Summit County, Colorado",30854
0500000US08119,"Teller County, Colorado",24508
0500000US08121,"Washington County, Colorado",4560
0500000US08123,"Weld County, Colorado",315304
0500000US08125,"Yuma County, Colorado",9628
0500000US09001,"Fairfield County, Connecticut",939754
0500000US09003,"Hartford County, Connecticut",878283
0500000US09005,"Litchfield County, Connecticut",182806
0500000US09007,"Middlesex County, Connecticut",159560
0500000US09009,"New Haven County, Connecticut",838405
0500000US09011,"New London County, Connecticut",257900
0500000US09013,"Tolland County, Connecticut",135408
0500000US09015,"Windham County, Connecticut",111578
0500000US10001,"Kent County, Delaware",174712
0500000US10003,"New Castle County, Delaware",550455
0500000US10005,"Sussex County, Delaware",230435
0500000US11001,"District of Columbia, District of Columbia",651618
0500000US12001,"Alachua County, Florida",262920
0500000US12003,"Baker County, Florida",24807
0500000US12005,"Bay County, Florida",178905
0500000US12007,"Bradford County, Florida",23960
0500000US12009,"Brevard County, Florida",595483
0500000US12011,"Broward County, Florida",1918092
0500000US12013,"Calhoun County, Florida",11969
0500000US12015,"Charlotte County, Florida",180969
0500000US12017,"Citrus County, Florida",149153
0500000US12019,"Clay County, Florida",214453
0500000US12021,"Collier County, Florida",369517
0500000US12023,"Columbia County, Florida",64181
0500000US12027,"DeSoto County, Florida",32191
0500000US12029,"Dixie County, Florida",15102
0500000US12031,"Duval County, Florida",961709
0500000US12033,"Escambia County, Florida",301308
0500000US12035,"Flagler County, Florida",112812
0500000US12037,"Franklin County, Florida",10647
0500000US12039,"Gadsden County, Florida",40994
0500000US12041,"Gilchrist County, Florida",16445
0500000US12043,"Glades County, Florida",10763
0500000US12045,"Gulf County, Florida",12360
0500000US12047,"Hamilton County, Florida",10799
0500000US12049,"Hardee County, Florida",23725
0500000US12051,"Hendry County, Florida",38877
0500000US12053,"Hernando County, Florida",189468
0500000US12055,"Highlands County, Florida",99815
0500000US12057,"Hillsborough County, Florida",1423727
0500000US12059,"Holmes County, Florida",17852
0500000US12061,"Indian River County, Florida",156730
0500000US12063,"Jackson County, Florida",40437
0500000US12065,"Jefferson County, Florida",12814
0500000US12067,"Lafayette County, Florida",6967
0500000US12069,"Lake County, Florida",370352
0500000US12071,"Lee County, Florida",743628
0500000US12073,"Leon County, Florida",277688
0500000US12075,"Levy County, Florida",42056
0500000US12077,"Liberty County, Florida",6554
0500000US12079,"Madison County, Florida",15933
0500000US12081,"Manatee County, Florida",390383
0500000US12083,"Marion County, Florida",360734
0500000US12085,"Martin County, Florida",155071
0500000US12086,"Miami-Dade County, Florida",2655101
0500000US12087,"Monroe County, Florida",81035
0500000US12089,"Nassau County, Florida",87664
0500000US12091,"Okaloosa County, Florida",202724
0500000US12093,"Okeechobee County, Florida",36490
0500000US12095,"Orange County, Florida",1377713
0500000US12097,"Osceola County, Florida",377685
0500000US12099,"Palm Beach County, Florida",1460990
0500000US12101,"Pasco County, Florida",543449
0500000US12103,"Pinellas County, Florida",942924
0500000US12105,"Polk County, Florida",699296
0500000US12107,"Putnam County, Florida",71787
0500000US12109,"St. Johns County, Florida",262963
0500000US12111,"St. Lucie County, Florida",321414
0500000US12113,"Santa Rosa County, Florida",177881
0500000US12115,"Sarasota County, Florida",423516
0500000US12117,"Seminole County, Florida",463438
0500000US12119,"Sumter County, Florida",118197
0500000US12121,"Suwannee County, Florida",41594
0500000US12123,"Taylor County, Florida",18142
0500000US12125,"Union County, Florida",10308
0500000US12127,"Volusia County, Florida",538024
0500000US12129,"Wakulla County, Florida",29782
0500000US12131,"Walton County, Florida",71713
0500000US12133,"Washington County, Florida",22039
0500000US13001,"Appling County, Georgia",18149
0500000US13003,"Atkinson County, Georgia",8228
0500000US13005,"Bacon County, Georgia",10458
0500000US13007,"Baker County, Georgia",2928
0500000US13009,"Baldwin County, Georgia",39392
0500000US13011,"Banks County, Georgia",18022
0500000US13013,"Barrow County, Georgia",81720
0500000US13015,"Bartow County, Georgia",106512
0500000US13017,"Ben Hill County, Georgia",16907
0500000US13019,"Berrien County, Georgia",17915
0500000US13021,"Bibb County, Georgia",150265
0500000US13023,"Bleckley County, Georgia",11278
0500000US13025,"Brantley County, Georgia",17993
0500000US13027,"Brooks County, Georgia",16106
0500000US13029,"Bryan County, Georgia",43020
0500000US13031,"Bulloch County, Georgia",69607
0500000US13033,"Burke County, Georgia",23837
0500000US13035,"Butts County, Georgia",22269
0500000US13037,"Calhoun County, Georgia",3845
0500000US13039,"Camden County, Georgia",52011
0500000US13043,"Candler County, Georgia",10657
0500000US13045,"Carroll County, Georgia",114498
0500000US13047,"Catoosa County, Georgia",66875
0500000US13049,"Charlton County, Georgia",11353
0500000US13051,"Chatham County, Georgia",283602
0500000US13053,"Chattahoochee County, Georgia",6033
0500000US13055,"Chattooga County, Georgia",22820
0500000US13057,"Cherokee County, Georgia",259988
0500000US13059,"Clarke County, Georgia",116772
0500000US13061,"Clay County, Georgia",2838
0500000US13063,"Clayton County, Georgia",288273
0500000US13065,"Clinch County, Georgia",6659
0500000US13067,"Cobb County, Georgia",750787
0500000US13069,"Coffee County, Georgia",39887
0500000US13071,"Colquitt County, Georgia",45297
0500000US13073,"Columbia County, Georgia",153162
0500000US13075,"Cook County, Georgia",16937
0500000US13077,"Coweta County, Georgia",144211
0500000US13079,"Crawford County, Georgia",11979
0500000US13081,"Crisp County, Georgia",19991
0500000US13083,"Dade County, Georgia",14970
0500000US13085,"Dawson County, Georgia",25965
0500000US13087,"Decatur County, Georgia",27896
0500000US13089,"DeKalb County, Georgia",745752
0500000US13091,"Dodge County, Georgia",18166
0500000US13093,"Dooly County, Georgia",9956
0500000US13095,"Dougherty County, Georgia",83128
0500000US13097,"Douglas County, Georgia",141715
0500000US13099,"Early County, Georgia",10672
0500000US13101,"Echols County, Georgia",3691
0500000US13103,"Effingham County, Georgia",62960
0500000US13105,"Elbert County, Georgia",19235
0500000US13107,"Emanuel County, Georgia",21787
0500000US13109,"Evans County, Georgia",10290
0500000US13111,"Fannin County, Georgia",24977
0500000US13113,"Fayette County, Georgia",116752
0500000US13115,"Floyd County, Georgia",93898
0500000US13117,"Forsyth County, Georgia",244915
0500000US13119,"Franklin County, Georgia",22717
0500000US13121,"Fulton County, Georgia",1021572
0500000US13123,"Gilmer County, Georgia",30772
0500000US13125,"Glascock County, Georgia",2839
0500000US13127,"Glynn County, Georgia",82913
0500000US13129,"Gordon County, Georgia",56605
0500000US13131,"Grady County, Georgia",25872
0500000US13133,"Greene County, Georgia",18285
0500000US13135,"Gwinnett County, Georgia",941554
0500000US13137,"Habersham County, Georgia",43319
0500000US13139,"Hall County, Georgia",199714
0500000US13141,"Hancock County, Georgia",6369
0500000US13143,"Haralson County, Georgia",29284
0500000US13145,"Harris County, Georgia",33775
0500000US13147,"Hart County, Georgia",24969
0500000US13149,"Heard County, Georgia",11289
0500000US13151,"Henry County, Georgia",235062
0500000US13153,"Houston County, Georgia",158920
0500000US13155,"Irwin County, Georgia",9352
0500000US13157,"Jackson County, Georgia",72988
0500000US13159,"Jasper County, Georgia",14314
0500000US13161,"Jeff Davis County, Georgia",14676
0500000US13163,"Jefferson County, Georgia",15200
0500000US13165,"Jenkins County, Georgia",7964
0500000US13167,"Johnson County, Georgia",8451
0500000US13169,"Jones County, Georgia",28037
0500000US13171,"Lamar County, Georgia",17174
0500000US13173,"Lanier County, Georgia",9589
0500000US13175,"Laurens County, Georgia",48240
0500000US13177,"Lee County, Georgia",31227
0500000US13179,"Liberty County, Georgia",61986
0500000US13181,"Lincoln County, Georgia",7588
0500000US13183,"Long County, Georgia",16081
0500000US13185,"Lowndes County, Georgia",113052
0500000US13187,"Lumpkin County, Georgia",31702
0500000US13189,"McDuffie County, Georgia",21509
0500000US13191,"McIntosh County, Georgia",11170
0500000US13193,"Macon County, Georgia",10296
0500000US13195,"Madison County, Georgia",29670
0500000US13197,"Marion County, Georgia",7466
0500000US13199,"Meriwether County, Georgia",20500
0500000US13201,"Miller County, Georgia",5846
0500000US13205,"Mitchell County, Georgia",19681
0500000US13207,"Monroe County, Georgia",26633
0500000US13209,"Montgomery County, Georgia",7866
0500000US13211,"Morgan County, Georgia",19367
0500000US13213,"Murray County, Georgia",39323
0500000US13215,"Muscogee County, Georgia",197913
0500000US13217,"Newton County, Georgia",109616
0500000US13219,"Oconee County, Georgia",40727
0500000US13221,"Oglethorpe County, Georgia",14610
0500000US13223,"Paulding County, Georgia",164651
0500000US13225,"Peach County, Georgia",25918
0500000US13227,"Pickens County, Georgia",32578
0500000US13229,"Pierce County, Georgia",19472
0500000US13231,"Pike County, Georgia",18458
0500000US13233,"Polk County, Georgia",42439
0500000US13235,"Pulaski County, Georgia",8566
0500000US13237,"Putnam County, Georgia",21732
0500000US13239,"Quitman County, Georgia",2249
0500000US13241,"Rabun County, Georgia",16444
0500000US13243,"Randolph County, Georgia",6250
0500000US13245,"Richmond County, Georgia",195580
0500000US13247,"Rockdale County, Georgia",92044
0500000US13249,"Schley County, Georgia",4622
0500000US13251,"Screven County, Georgia",13629
0500000US13253,"Seminole County, Georgia",9008
0500000US13255,"Spalding County, Georgia",65491
0500000US13257,"Stephens County, Georgia",25483
0500000US13259,"Stewart County, Georgia",3378
0500000US13261,"Sumter County, Georgia",27656
0500000US13263,"Talbot County, Georgia",5805
0500000US13265,"Taliaferro County, Georgia",1574
0500000US13267,"Tattnall County, Georgia",19066
0500000US13269,"Taylor County, Georgia",7708
0500000US13271,"Telfair County, Georgia",9990
0500000US13273,"Terrell County, Georgia",8784
0500000US13275,"Thomas County, Georgia",45076
0500000US13277,"Tift County, Georgia",39156
0500000US13279,"Toombs County, Georgia",26601
0500000US13281,"Towns County, Georgia",11426
0500000US13283,"Treutlen County, Georgia",6042
0500000US13285,"Troup County, Georgia",67841
0500000US13287,"Turner County, Georgia",8568
0500000US13289,"Twiggs County, Georgia",7984
0500000US13291,"Union County, Georgia",23629
0500000US13293,"Upson County, Georgia",26587
0500000US13295,"Walker County, Georgia",66214
0500000US13297,"Walton County, Georgia",94356
0500000US13299,"Ware County, Georgia",33570
0500000US13301,"Warren County, Georgia",5152
0500000US13303,"Washington County, Georgia",18144
0500000US13305,"Wayne County, Georgia",28201
0500000US13307,"Webster County, Georgia",2368
0500000US13309,"Wheeler County, Georgia",7390
0500000US13311,"White County, Georgia",27211
0500000US13313,"Whitfield County, Georgia",101659
0500000US13315,"Wilcox County, Georgia",6884
0500000US13317,"Wilkes County, Georgia",9506
0500000US13319,"Wilkinson County, Georgia",8798
0500000US13321,"Worth County, Georgia",20507
0500000US15001,"Hawaii County, Hawaii",197496
0500000US15003,"Honolulu County, Hawaii",982273
0500000US15005,"Kalawao County, Hawaii",43
0500000US15007,"Kauai County, Hawaii",72329
0500000US15009,"Maui County, Hawaii",162577
0500000US16001,"Ada County, Idaho",475109
0500000US16003,"Adams County, Idaho",4284
0500000US16005,"Bannock County, Idaho",84158
0500000US16007,"Bear Lake County, Idaho",6280
0500000US16009,"Benewah County, Idaho",9375
0500000US16011,"Bingham County, Idaho",46990
0500000US16013,"Blaine County, Idaho",23827
0500000US16015,"Boise County, Idaho",7531
0500000US16017,"Bonner County, Idaho",46060
0500000US16019,"Bonneville County, Idaho",120707
0500000US16021,"Boundary County, Idaho",11887
0500000US16023,"Butte County, Idaho",2544
0500000US16025,"Camas County, Idaho",1044
0500000US16027,"Canyon County, Idaho",224206
0500000US16029,"Caribou County, Idaho",6915
0500000US16031,"Cassia County, Idaho",24177
0500000US16033,"Clark County, Idaho",839
0500000US16035,"Clearwater County, Idaho",7895
0500000US16037,"Custer County, Idaho",4244
0500000US16039,"Elmore County, Idaho",27459
0500000US16041,"Franklin County, Idaho",13913
0500000US16043,"Fremont County, Idaho",12810
0500000US16045,"Gem County, Idaho",18212
0500000US16047,"Gooding County, Idaho",15310
0500000US16049,"Idaho County, Idaho",15928
0500000US16051,"Jefferson County, Idaho",30358
0500000US16053,"Jerome County, Idaho",23873
0500000US16055,"Kootenai County, Idaho",166430
0500000US16057,"Latah County, Idaho",36415
0500000US16059,"Lemhi County, Idaho",7827
0500000US16061,"Lewis County, Idaho",3596
0500000US16063,"Lincoln County, Idaho",5140
0500000US16065,"Madison County, Idaho",50663
0500000US16067,"Minidoka County, Idaho",21227
0500000US16069,"Nez Perce County, Idaho",40862
0500000US16071,"Oneida County, Idaho",4490
0500000US16073,"Owyhee County, Idaho",11672
0500000US16075,"Payette County, Idaho",24671
0500000US16077,"Power County, Idaho",7818
0500000US16079,"Shoshone County, Idaho",12918
0500000US16081,"Teton County, Idaho",11478
0500000US16083,"Twin Falls County, Idaho",88051
0500000US16085,"Valley County, Idaho",11352
0500000US16087,"Washington County, Idaho",10330
0500000US17001,"Adams County, Illinois",64573
0500000US17003,"Alexander County, Illinois",5364
0500000US17005,"Bond County, Illinois",14807
0500000US17007,"Boone County, Illinois",52988
0500000US17009,"Brown County, Illinois",4437
0500000US17011,"Bureau County, Illinois",32845
0500000US17013,"Calhoun County, Illinois",4421
0500000US17015,"Carroll County, Illinois",14712
0500000US17017,"Cass County, Illinois",12919
0500000US17019,"Champaign County, Illinois",191377
0500000US17021,"Christian County, Illinois",32222
0500000US17023,"Clark County, Illinois",15311
0500000US17025,"Clay County, Illinois",13089
0500000US17027,"Clinton County, Illinois",34885
0500000US17029,"Coles County, Illinois",43948
0500000US17031,"Cook County, Illinois",5179874
0500000US17033,"Crawford County, Illinois",16656
0500000US17035,"Cumberland County, Illinois",10346
0500000US17037,"DeKalb County, Illinois",96616
0500000US17039,"De Witt County, Illinois",15373
0500000US17041,"Douglas County, Illinois",19352
0500000US17043,"DuPage County, Illinois",921231
0500000US17045,"Edgar County, Illinois",16675
0500000US17047,"Edwards County, Illinois",6186
0500000US17049,"Effingham County, Illinois",34019
0500000US17051,"Fayette County, Illinois",20015
0500000US17053,"Ford County, Illinois",13161
0500000US17055,"Franklin County, Illinois",37289
0500000US17057,"Fulton County, Illinois",31593
0500000US17059,"Gallatin County, Illinois",5035
0500000US17061,"Greene County, Illinois",11868
0500000US17063,"Grundy County, Illinois",51791
0500000US17065,"Hamilton County, Illinois",7929
0500000US17067,"Hancock County, Illinois",17517
0500000US17069,"Hardin County, Illinois",3623
0500000US17071,"Henderson County, Illinois",6428
